cliente_id,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,churn
CLI_013796,43,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,29,23,0,2,6,202,Tablet,Esportes,"2,0","3,0","1,0",0
CLI_013797,32,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,6,17,1,0,0,112,mobile,Filmes,"4,0","5,0","4,0",0
CLI_013798,47,Não Informar,Sudeste,Anual,Crédito Recorrente,Premium,38.0,9,22,0,1,11,106,Mobile,Séries,"4,0",,"2,5",0
CLI_013799,57,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,7,22,0,2,11,102,Mobile,Documentários,,,"4,0",0
CLI_013800,18,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,2,14,0,0,109,62,Tablet,Esportes,"4,5",,,0
CLI_013801,39,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,25,19,1,4,73,94,Desktop,Séries,"4,5","3,0","4,5",0
CLI_013802,18,Não Informar,Nordeste,Mensal,Boleto,Básico,24.9,9,19,0,2,0,35,mobile,Novelas,,,"4,0",1
CLI_013803,69,Masculino,Sul,Mensal,Débito,Básico,24.9,25,65,0,0,0,39,Tablet,Séries,"2,0",,,1
CLI_013804,31,Não Informar,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,9,16,0,0,44,83,tv,Novelas,"4,0","4,0","4,0",0
CLI_013805,47,,Nordeste,Anual,Crédito Recorrente,Premium,38.0,4,31,1,1,0,47,Desktop,Séries,,,,0
CLI_013806,37,Feminino,Norte,Anual,Crédito Recorrente,Premium,38.0,0,0,0,0,64,102,tv,Infantil,,"3,0","1,5",0
CLI_013807,27,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,8,65,0,1,0,5,Mobile,Esportes,"2,0",,"3,0",1
CLI_013808,26,Feminino,Sudeste,Mensal,Boleto,Básico,24.9,10,34,0,1,0,5,Mobile,Esportes,"2,0",,"3,5",1
CLI_013809,58,,Centro-Oeste,Mensal,Débito,Básico,24.9,7,10,0,0,87,127,Mobile,Filmes,"4,0","5,0",,0
CLI_013810,50,Masculino,Norte,Mensal,Crédito Recorrente,Básico,24.9,6,56,0,0,0,13,Mobile,Filmes,"2,0",,"3,5",1
CLI_013811,63,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,3,17,0,2,93,5,Tablet,Documentários,,,"2,5",0
CLI_013812,38,Masculino,Sul,Mensal,Débito,Básico,24.9,26,25,0,0,0,13,mobile,Esportes,"4,0","1,5","4,0",1
CLI_013813,41,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,4,9,0,2,54,145,Mobile,Esportes,"4,0","4,5","3,0",0
CLI_013814,34,Não Informar,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,15,6,0,1,78,59,Desktop,Filmes,"4,0","5,0","4,0",0
CLI_013815,34,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,37,5,0,0,26,148,tv,Novelas,"5,0",,"3,0",0
CLI_013816,24,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,0,0,0,1,51,110,TV,Esportes,,"4,0","3,5",0
CLI_013817,39,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,23,6,0,2,62,70,TV,Séries,,"3,0","2,0",0
CLI_013818,27,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,33,3,0,1,61,12,tv,Infantil,"4,5","5,0","1,5",0
CLI_013819,43,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,3,83,152,TV,Esportes,,"4,0","5,0",0
CLI_013820,40,,Sudeste,Mensal,Boleto,Padrão,38.0,24,8,0,2,57,107,Tablet,Esportes,"4,0",,"5,0",0
CLI_013821,41,Feminino,Sudeste,Mensal,Boleto,Básico,24.9,7,31,0,0,0,11,Mobile,Documentários,"2,0",,"1,0",1
CLI_013822,59,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,4,9,0,1,121,123,TV,Séries,,"4,5","4,5",0
CLI_013823,37,Masculino,Sudeste,Mensal,Pix,Padrão,38.0,0,0,0,1,51,182,tv,Filmes,,"3,0","1,5",0
CLI_013824,47,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,37,34,0,3,0,85,Mobile,Filmes,"2,5",,"3,5",0
CLI_013825,64,Não Informar,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,13,31,0,1,0,132,tv,Documentários,"4,0",,"5,0",0
CLI_013826,54,Feminino,Nordeste,Mensal,Débito,Básico,24.9,2,4,1,2,36,127,Desktop,Novelas,"3,5","3,0","4,5",0
CLI_013827,52,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,16,22,0,2,11,64,mobile,Séries,"4,5",,"1,5",0
CLI_013828,34,Não Informar,Sul,Anual,Crédito Recorrente,Básico,22.0,16,23,0,3,12,92,Mobile,Infantil,,"3,5",,0
CLI_013829,40,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,31,10,0,3,56,34,Desktop,Esportes,"4,0","4,0","3,0",0
CLI_013830,20,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,23,4,1,1,34,160,Desktop,Documentários,"4,5",,,0
CLI_013831,44,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,6,32,0,1,0,112,TV,Filmes,"4,0",,"2,0",0
CLI_013832,41,Feminino,Norte,Mensal,Pix,Padrão,38.0,9,30,0,0,17,79,mobile,Esportes,"3,5","5,0","4,0",0
CLI_013833,38,Masculino,Sudeste,Mensal,Débito Automático,Premium,49.9,22,6,0,0,57,110,Tablet,Séries,"4,0","4,5","4,0",0
CLI_013834,51,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,9,42,0,3,0,68,mobile,Séries,,,"5,0",0
CLI_013835,22,,Sudeste,Mensal,Débito Automático,Padrão,38.0,22,23,0,1,0,51,Desktop,Documentários,,"2,0","2,0",1
CLI_013836,59,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,22,27,0,0,21,113,Tablet,Filmes,"4,0","5,0","2,0",0
CLI_013837,49,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,41,23,0,0,11,90,Mobile,Filmes,"4,0",,"3,5",0
CLI_013838,37,,Sul,Mensal,Cartão de Crédito,Padrão,38.0,1,20,0,0,31,103,TV,Esportes,,,"4,0",0
CLI_013839,36,Outros,Nordeste,Mensal,Débito,Padrão,38.0,12,20,1,1,54,186,mobile,Esportes,"5,0","3,5","1,0",0
CLI_013840,44,Masculino,Norte,Mensal,Cartão de Crédito,Padrão,38.0,4,11,0,1,60,95,tv,Séries,,"5,0","5,0",0
CLI_013841,57,,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,37,15,0,1,72,145,tv,Documentários,"2,0","3,5","5,0",0
CLI_013842,39,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,38.0,25,28,0,0,10,30,Mobile,Esportes,,"4,5","3,0",0
CLI_013843,39,,Norte,Anual,Crédito Recorrente,Básico,22.0,4,18,0,5,68,77,tv,Séries,"4,0",,"1,5",0
CLI_013844,38,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,45,10,0,2,75,153,tv,Séries,"4,0",,"4,5",0
CLI_013845,61,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,11,6,0,1,90,83,tv,Novelas,,,"3,5",0
CLI_013846,33,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,13,66,0,2,0,11,TV,Filmes,"4,0",,"2,5",1
CLI_013847,37,Não Informar,Sul,Anual,Crédito Recorrente,Premium,38.0,4,13,0,1,55,89,Desktop,Filmes,"4,0","4,0","3,5",0
CLI_013848,57,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,36,0,0,0,89,TV,Documentários,,,"3,0",0
CLI_013849,39,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,48,27,0,5,1,52,TV,Filmes,"1,0",,,1
CLI_013850,52,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,0,1,0,1,78,81,TV,Novelas,,,"1,0",0
CLI_013851,26,Masculino,Sul,Mensal,Débito Automático,Padrão,38.0,17,22,0,1,3,35,Mobile,Séries,"3,5","2,0","1,5",1
CLI_013852,35,Masculino,Sul,Mensal,Pix,Padrão,38.0,1,17,0,1,79,61,tv,Documentários,,"4,0","4,0",0
CLI_013853,57,Masculino,Norte,Mensal,Débito Automático,Padrão,38.0,9,24,0,0,9,151,mobile,Documentários,"4,5","5,0","4,0",0
CLI_013854,29,,Sul,Mensal,Cartão de Crédito,Básico,24.9,8,11,0,2,61,105,mobile,Séries,"4,0",,"3,5",0
CLI_013855,36,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,23,19,0,1,80,116,Desktop,Esportes,"4,5",,"2,5",0
CLI_013856,41,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,28,0,0,15,140,mobile,Séries,,,"5,0",0
CLI_013857,25,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,2,10,0,1,63,71,Tablet,Novelas,"4,0","4,5",,0
CLI_013858,32,Feminino,Sul,Mensal,Boleto,Premium,49.9,16,57,0,1,0,29,Tablet,Esportes,,,"2,5",1
CLI_013859,39,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,11,23,0,1,1,21,Mobile,Documentários,"2,0",,,1
CLI_013860,38,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,12,27,0,1,4,38,Mobile,Séries,"2,0","1,5",,1
CLI_013861,54,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,7,35,0,2,0,22,Desktop,Séries,,,,1
CLI_013862,58,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,49.9,4,23,0,0,5,21,mobile,Séries,"1,5","2,0","5,0",1
CLI_013863,26,Feminino,Norte,Anual,Crédito Recorrente,Premium,38.0,18,36,0,0,0,102,Tablet,Séries,"3,5",,"1,5",0
CLI_013864,39,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,16,16,0,0,71,127,TV,Infantil,"4,0","3,0","3,5",0
CLI_013865,46,,Sudeste,Mensal,Débito Automático,Básico,24.9,26,33,0,0,0,89,TV,Esportes,"2,5",,,0
CLI_013866,57,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,21,5,0,1,12,67,Tablet,Filmes,"4,0","5,0","1,0",0
CLI_013867,47,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,12,52,0,1,0,5,tv,Filmes,,,"3,0",1
CLI_013868,41,Não Informar,Sul,Mensal,Boleto,Básico,24.9,24,19,0,0,40,107,TV,Documentários,"4,5","5,0",,0
CLI_013869,46,Masculino,Norte,Mensal,Pix,Básico,24.9,4,15,0,0,23,157,Desktop,Documentários,"4,0",,"1,0",0
CLI_013870,46,,Sudeste,Mensal,Pix,Básico,24.9,13,34,0,1,0,68,mobile,Filmes,"4,0",,,0
CLI_013871,25,Masculino,Sudeste,Mensal,Débito,Padrão,38.0,5,7,0,1,104,137,Tablet,Séries,"4,0","3,5","2,5",0
CLI_013872,40,Masculino,Centro-Oeste,Mensal,Débito Automático,Básico,24.9,20,18,0,2,44,152,Desktop,Esportes,,"4,0","4,5",0
CLI_013873,56,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,37,14,0,0,113,149,Mobile,Esportes,"1,0","5,0","1,5",0
CLI_013874,35,Masculino,Nordeste,Mensal,Débito,Premium,49.9,17,26,0,3,2,41,TV,Infantil,,,"2,5",1
CLI_013875,39,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,24,0,2,2,6,tv,Filmes,"2,0","1,5","5,0",1
CLI_013876,34,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,4,8,0,0,43,153,mobile,Documentários,,"5,0",,0
CLI_013877,18,,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,1,15,0,1,7,23,Tablet,Infantil,,"2,5",,1
CLI_013878,38,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,16,36,0,1,0,123,tv,Esportes,"4,0",,,0
CLI_013879,41,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,39,19,0,1,6,10,tv,Séries,,"1,0","1,0",1
CLI_013880,31,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Básico,22.0,4,51,0,1,0,32,Mobile,Filmes,,,"3,5",1
CLI_013881,22,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,48,21,0,0,13,56,tv,Filmes,"1,5","5,0","2,5",0
CLI_013882,26,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,10,22,0,1,7,44,TV,Novelas,"4,0","5,0","3,5",0
CLI_013883,47,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,17,9,0,2,39,66,mobile,Séries,"4,0","5,0","3,0",0
CLI_013884,63,,Sudeste,Anual,Crédito Recorrente,Premium,38.0,3,29,0,5,12,75,tv,Esportes,"4,5","3,0",,0
CLI_013885,55,,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,2,45,0,0,0,123,Desktop,Esportes,"4,0",,"2,5",0
CLI_013886,20,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,48,37,0,1,0,14,Tablet,Infantil,,,"2,5",1
CLI_013887,49,Outros,Nordeste,Mensal,Débito Automático,Premium,49.9,6,28,0,2,15,98,mobile,Filmes,,,"3,0",0
CLI_013888,29,Masculino,Sudeste,Mensal,Débito,Básico,24.9,3,57,0,0,0,5,tv,Séries,"2,0",,"2,5",1
CLI_013889,30,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,25,16,0,1,37,214,tv,Filmes,,"4,5","2,0",0
CLI_013890,31,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,1,17,0,4,100,61,Desktop,Filmes,,"4,5","1,0",0
CLI_013891,47,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,1,5,0,1,55,45,TV,Séries,,"3,0","1,5",0
CLI_013892,50,,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,23,37,0,1,0,9,Mobile,Infantil,"2,0",,"1,5",1
CLI_013893,36,,Nordeste,Mensal,Cartão de Crédito,Premium,49.9,9,13,0,1,53,14,TV,Séries,"3,0",,"4,0",0
CLI_013894,36,Feminino,Sudeste,Mensal,Pix,Básico,24.9,4,22,0,0,14,85,tv,Esportes,,"3,0","1,0",0
CLI_013895,44,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,7,9,0,1,97,16,mobile,Séries,"4,5","4,5","5,0",0
CLI_013896,45,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,48,30,0,2,11,163,TV,Documentários,"4,0",,,0
CLI_013897,53,Feminino,Sul,Anual,Crédito Recorrente,Básico,22.0,3,12,0,1,41,37,mobile,Esportes,"4,0","4,5","1,5",0
CLI_013898,21,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,1,21,0,2,3,17,Desktop,Documentários,,"2,5","3,5",1
CLI_013899,38,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,36,9,0,5,51,82,Tablet,Filmes,"3,5","4,5","1,5",0
CLI_013900,24,Outros,Sul,Mensal,Crédito Recorrente,Padrão,38.0,3,43,0,0,0,122,Tablet,Documentários,,,"3,0",0
CLI_013901,37,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,37,17,0,4,34,118,TV,Séries,"4,0",,"4,0",0
CLI_013902,35,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,6,21,0,3,6,79,Tablet,Filmes,"3,0","5,0","2,0",0
CLI_013903,37,Feminino,Sul,Mensal,Crédito Recorrente,Padrão,38.0,0,0,0,2,36,96,Desktop,Séries,,,,0
CLI_013904,27,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,9,23,0,2,12,18,Desktop,Esportes,,,,0
CLI_013905,18,Outros,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,3,28,0,1,10,99,Mobile,Infantil,"4,0",,,0
CLI_013906,18,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,8,23,0,2,7,85,Mobile,Esportes,,"3,5",,0
CLI_013907,36,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,11,14,0,0,66,64,Desktop,Documentários,"4,0","5,0","3,5",0
CLI_013908,32,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,49.9,13,80,0,2,0,18,Mobile,Esportes,"2,0",,"4,5",1
CLI_013909,29,Masculino,Norte,Mensal,Crédito Recorrente,Básico,24.9,40,11,0,1,66,152,Tablet,Filmes,"1,0",,"3,5",0
CLI_013910,55,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,24,49,0,0,0,191,Desktop,Filmes,,,"1,0",0
CLI_013911,26,Masculino,Nordeste,Mensal,Débito Automático,Básico,24.9,0,0,0,1,25,31,Desktop,Novelas,,,"1,5",1
CLI_013912,56,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,30,25,0,2,2,37,Tablet,Filmes,"1,0",,"4,0",1
CLI_013913,59,Feminino,Sudeste,Mensal,Débito,Básico,24.9,3,54,0,2,0,80,TV,Esportes,"4,0",,"2,5",0
CLI_013914,18,Feminino,Centro-Oeste,Mensal,Débito,Básico,24.9,3,2,0,3,25,51,TV,Infantil,"2,0",,,0
CLI_013915,39,,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,23,19,0,1,63,141,mobile,Séries,"4,0","3,0","1,0",0
CLI_013916,32,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,10,16,0,2,54,105,tv,Filmes,"3,5",,,0
CLI_013917,18,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,7,48,0,1,0,157,Desktop,Esportes,"4,0",,"1,0",0
CLI_013918,19,,Sul,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,1,19,45,TV,Documentários,,"2,5","1,0",1
CLI_013919,48,Masculino,Nordeste,Mensal,Débito,Básico,24.9,5,30,0,1,0,19,mobile,Séries,"3,0","2,0",,1
CLI_013920,64,Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,13,9,0,1,80,106,Tablet,Filmes,"4,0","5,0","4,5",0
CLI_013921,49,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,1,22,0,2,14,35,tv,Filmes,,,"1,5",0
CLI_013922,42,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,11,30,0,0,14,5,Desktop,Esportes,"4,0","3,5","2,0",0
CLI_013923,37,Outros,Nordeste,Mensal,Débito,Padrão,38.0,0,0,0,1,46,70,tv,Séries,,"4,0","4,0",0
CLI_013924,59,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,15,28,0,0,23,73,mobile,Filmes,"2,0",,"4,0",0
CLI_013925,65,Feminino,Sul,Mensal,Débito Automático,Básico,24.9,0,0,0,2,88,143,tv,Novelas,,,,0
CLI_013926,30,Feminino,Sul,Mensal,Pix,Básico,24.9,0,0,0,2,77,89,Mobile,Documentários,,,"3,0",0
CLI_013927,18,,Sul,Mensal,Pix,Básico,24.9,17,25,0,3,5,88,Tablet,Séries,,"3,5","2,5",0
CLI_013928,18,,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,18,17,0,1,40,63,Desktop,Esportes,"4,5",,,0
CLI_013929,55,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,3,17,0,0,78,5,mobile,Novelas,"3,5",,"1,0",0
CLI_013930,37,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,1,17,0,0,18,128,mobile,Novelas,,"3,0","1,0",0
CLI_013931,40,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,21,8,0,1,49,124,Tablet,Filmes,,,"3,5",0
CLI_013932,18,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,20,45,1,0,0,81,Mobile,Infantil,,,"5,0",0
CLI_013933,28,Feminino,Sul,Mensal,Pix,Básico,24.9,3,15,0,3,64,180,Tablet,Esportes,"1,5",,"4,0",0
CLI_013934,34,Masculino,Sudeste,Mensal,Boleto,Básico,24.9,4,11,0,1,49,120,mobile,Séries,"1,5","3,0","1,0",0
CLI_013935,40,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,3,13,0,1,64,92,Tablet,Filmes,"4,0","3,0",,0
CLI_013936,32,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,11,32,0,1,0,7,Tablet,Esportes,"4,0",,"4,5",0
CLI_013937,24,,Sudeste,Mensal,Pix,Padrão,38.0,14,36,0,1,0,33,TV,Filmes,,,"4,0",1
CLI_013938,27,Não Informar,Sudeste,Mensal,Débito Automático,Básico,24.9,40,18,0,1,66,42,Desktop,Séries,"1,0","3,5","2,5",0
CLI_013939,53,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,3,11,0,1,46,87,tv,Filmes,"4,0",,"3,5",0
CLI_013940,41,Masculino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,10,34,0,0,0,36,tv,Séries,"4,0",,"2,0",0
CLI_013941,45,Feminino,Centro-Oeste,Mensal,Débito Automático,Básico,24.9,1,20,0,0,42,85,Desktop,Novelas,,"5,0","3,5",0
CLI_013942,26,,Sudeste,Mensal,Débito,Básico,24.9,9,37,0,1,0,184,Mobile,Filmes,,,,0
CLI_013943,18,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,21,11,0,2,81,102,Tablet,Séries,"4,0",,"1,5",0
CLI_013944,31,,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,5,6,0,0,64,74,TV,Esportes,"3,0","4,5","3,5",0
CLI_013945,26,,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,12,42,0,2,0,30,tv,Filmes,,,"5,0",1
CLI_013946,42,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,15,20,0,1,87,119,tv,Séries,"3,0","3,5",,0
CLI_013947,80,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,2,13,0,1,57,138,mobile,Novelas,,,"2,5",0
CLI_013948,47,Feminino,Sudeste,Mensal,Débito Automático,Premium,49.9,0,1,0,1,87,64,mobile,Novelas,,"3,5","3,5",0
CLI_013949,73,Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,2,15,0,0,58,96,Tablet,Documentários,"4,0","3,0",,0
CLI_013950,45,,Sudeste,Mensal,Pix,Básico,24.9,11,50,0,1,0,67,mobile,Filmes,"1,5",,"2,5",0
CLI_013951,29,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,12,8,0,2,74,103,Desktop,Filmes,,"5,0",,0
CLI_013952,42,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,15,29,0,0,7,51,Desktop,Novelas,"4,0","5,0","4,0",0
CLI_013953,61,Outros,Centro-Oeste,Mensal,Débito Automático,Básico,24.9,10,24,0,0,17,129,TV,Documentários,"4,0","5,0","5,0",0
CLI_013954,61,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,8,28,0,1,13,99,Mobile,Séries,,,"5,0",0
CLI_013955,30,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,28,17,0,1,26,59,TV,Séries,,"4,5",,0
CLI_013956,41,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,3,10,0,3,112,194,Tablet,Infantil,"4,0","3,5","1,0",0
CLI_013957,19,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,9,44,0,0,0,159,Desktop,Infantil,"4,0",,"3,0",0
CLI_013958,48,,Sul,Mensal,Cartão de Crédito,Básico,24.9,11,44,0,1,0,25,tv,Esportes,"2,0",,,1
CLI_013959,58,Feminino,Sul,Mensal,Pix,Padrão,38.0,1,26,0,1,12,105,Tablet,Séries,,,,0
CLI_013960,38,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,31,42,0,4,0,18,tv,Esportes,"2,0",,"4,5",1
CLI_013961,29,,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,14,30,0,2,2,36,Mobile,Séries,"2,0",,"3,5",1
CLI_013962,42,,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,0,1,0,0,25,62,tv,Infantil,,"4,5",,0
CLI_013963,43,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,0,1,0,0,108,165,Desktop,Esportes,,"5,0",,0
CLI_013964,39,Feminino,Nordeste,Mensal,Boleto,Básico,24.9,24,41,0,2,0,17,mobile,Séries,"2,0",,"5,0",1
CLI_013965,40,Feminino,Sul,Mensal,Débito Automático,Padrão,38.0,3,63,0,1,0,20,Mobile,Séries,,,"4,5",1
CLI_013966,35,Feminino,Sul,Anual,Crédito Recorrente,Padrão,32.0,20,24,0,1,11,45,tv,Infantil,,"4,5","4,5",0
CLI_013967,50,Feminino,Nordeste,Mensal,Débito,Básico,24.9,12,20,0,0,49,124,Mobile,Filmes,"3,5",,,0
CLI_013968,47,Masculino,Centro-Oeste,Mensal,Pix,Básico,24.9,27,33,0,0,0,81,Mobile,Filmes,"4,0",,"4,0",0
CLI_013969,25,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,13,55,0,1,0,133,Mobile,Documentários,"4,0",,"1,0",0
CLI_013970,24,Outros,Centro-Oeste,Mensal,Cartão de Crédito,Premium,49.9,14,16,0,2,58,77,Mobile,Séries,"4,0",,"4,0",0
CLI_013971,34,Masculino,Nordeste,Mensal,Pix,Premium,49.9,25,30,0,2,10,149,Tablet,Documentários,"4,0","4,5",,0
CLI_013972,47,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,11,21,0,1,12,85,TV,Séries,,"4,0","4,0",0
CLI_013973,39,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,6,2,0,0,32,108,tv,Filmes,"4,0","4,0","1,0",0
CLI_013974,29,,Norte,Mensal,Débito,Premium,49.9,23,7,0,0,78,78,tv,Esportes,"4,0","3,0","1,5",0
CLI_013975,41,,Centro-Oeste,Anual,Crédito Recorrente,Básico,22.0,6,99,0,2,0,26,Tablet,Filmes,"2,0",,,1
CLI_013976,33,Não Informar,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,20,7,0,2,39,96,Desktop,Documentários,,"3,0","2,5",0
CLI_013977,49,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,11,5,0,3,86,93,mobile,Filmes,"4,0","4,5","3,5",0
CLI_013978,42,,Sudeste,Anual,Crédito Recorrente,Premium,38.0,13,45,0,0,0,100,mobile,Filmes,"4,0",,"2,5",0
CLI_013979,33,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,6,56,0,1,0,134,TV,Filmes,,,"3,0",0
CLI_013980,41,Não Informar,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,14,22,0,3,12,138,mobile,Séries,"4,0","4,5",,0
CLI_013981,55,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,5,31,0,1,0,136,mobile,Séries,,,"1,0",0
CLI_013982,30,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,12,15,0,0,59,117,Tablet,Filmes,"4,0",,"3,0",0
