cliente_id,churn,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma
19932,0,43,Feminino,Sudeste,Mensal,Boleto,Premium,59.9,1,7,0,0,58,29.9,Tablet,Documentários,5.0,,3.0
19933,1,85,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,0,8,0,1,5,5.0,Tablet,Séries,,4.5,
19934,0,35,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,48.9,3,4,0,0,48,40.2,TV,Séries,3.0,2.0,3.5
19935,1,32,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,22,19,0,1,30,13.4,Desktop,Infantil,1.0,3.5,
19936,1,33,Masculino,Centro-Oeste,Mensal,Pix,Premium,59.9,0,4,1,0,3,28.7,TV,Filmes,2.5,3.5,5.0
19937,0,69,Feminino,Norte,Mensal,Débito Automático,Premium,59.9,9,5,0,1,61,51.5,Mobile,Novelas,,3.5,4.0
19938,0,74,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,1,11,0,0,6,9.6,TV,Filmes,1.0,2.0,
19939,0,30,Masculino,Norte,Mensal,Débito,Premium,59.9,2,6,0,3,27,21.1,Tablet,Esportes,,,3.0
19940,0,32,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,44.9,24,6,0,0,29,24.1,Mobile,Filmes,,,
19941,0,36,Prefiro Não Informar,Sudeste,Mensal,Pix,Padrão,44.9,11,12,1,2,9,20.1,Desktop,Novelas,3.0,,4.0
19942,0,54,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,13,2,0,0,20,26.2,Mobile,Novelas,,,4.0
19943,0,43,Feminino,Sudeste,Mensal,Débito,Premium,59.9,7,2,0,1,32,21.1,TV,Filmes,4.0,1.0,4.0
19944,0,37,,Nordeste,Mensal,Débito,Padrão,44.9,1,4,0,6,24,34.4,Desktop,Novelas,4.0,4.0,
19945,1,40,Masculino,Sul,Mensal,Pix,Básico,20.9,0,8,0,6,29,32.1,Tablet,Filmes,3.5,3.5,2.0
19946,0,52,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,1,3,0,1,19,40.9,Tablet,Esportes,3.5,,3.5
19947,0,84,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,4,4,0,0,39,32.2,TV,Filmes,4.0,4.5,2.5
19948,0,35,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,10,10,0,4,23,23.6,Mobile,Documentários,4.5,,
19949,1,45,Prefiro Não Informar,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,18,3,0,2,7,20.6,TV,Novelas,,,
19950,0,30,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,38.9,18,7,0,1,15,5.0,Desktop,Infantil,4.0,,3.0
19951,0,29,Feminino,Sudeste,Mensal,Débito Automático,Básico,20.9,2,11,0,2,26,21.5,Tablet,Documentários,,,
19952,1,32,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,44.9,13,10,0,7,28,30.9,Desktop,Filmes,4.0,,
19953,0,35,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,15,4,0,2,6,5.0,Tablet,Novelas,2.0,4.5,
19954,1,31,Masculino,Sul,Mensal,Pix,Básico,20.9,17,4,0,0,25,21.5,Mobile,Infantil,4.0,,3.0
19955,0,54,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,19,3,0,2,34,34.3,Tablet,Filmes,3.0,4.0,3.0
19956,0,58,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,0,4,0,0,26,44.4,Tablet,Novelas,5.0,4.5,4.5
19957,1,31,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,0,5,0,1,32,13.3,TV,Filmes,5.0,,3.5
19958,1,34,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,2,11,0,0,24,13.7,Mobile,Documentários,4.0,,
19959,0,67,Feminino,Sul,Mensal,Cartão de Crédito,Premium,59.9,2,8,0,0,34,27.3,TV,Filmes,4.5,4.0,
19960,0,40,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Premium,59.9,2,5,0,1,14,6.0,Desktop,Documentários,3.0,4.0,1.0
19961,0,54,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Básico,18.9,10,2,0,10,6,22.9,Desktop,Novelas,4.0,3.0,
19962,0,33,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,15,0,2,5,25.5,Desktop,Infantil,,1.5,3.5
19963,0,49,Feminino,Nordeste,Mensal,Pix,Premium,59.9,29,6,0,1,3,22.9,TV,Infantil,,3.0,3.0
19964,1,64,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,3,5,0,1,1,12.8,TV,Filmes,4.5,3.0,3.0
19965,0,38,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,4,8,0,1,20,30.9,Desktop,Séries,3.5,4.0,4.0
19966,1,18,Feminino,Nordeste,Mensal,Débito Automático,Básico,20.9,2,11,0,4,56,31.9,Tablet,Novelas,4.0,4.0,2.5
19967,0,36,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,5,14,0,0,18,5.0,TV,Novelas,3.5,4.5,
19968,1,41,Prefiro Não Informar,Nordeste,Anual,Crédito Recorrente,Básico,18.9,19,16,0,8,4,25.8,TV,Infantil,4.5,3.5,
19969,1,27,Masculino,Sudeste,Mensal,Pix,Básico,20.9,2,6,0,2,4,18.1,TV,Documentários,2.5,4.5,
19970,0,29,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,34,10,0,0,45,36.5,Mobile,Séries,4.5,1.5,2.0
19971,1,24,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,1,16,0,2,23,20.4,TV,Documentários,2.5,3.5,
19972,0,39,,Sul,Anual,Crédito Recorrente,Premium,48.9,32,7,0,0,1,14.4,TV,Infantil,,2.0,4.0
19973,0,48,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,1,3,0,0,31,12.7,TV,Documentários,4.0,4.5,
19974,0,35,Prefiro Não Informar,Nordeste,Mensal,Boleto,Padrão,44.9,19,1,0,11,34,35.8,Mobile,Séries,3.0,4.0,4.0
19975,1,35,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,14,11,0,8,48,25.8,TV,Séries,4.0,2.0,1.5
19976,1,30,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,26,16,0,6,12,20.5,Mobile,Filmes,4.5,4.0,1.0
19977,0,35,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,0,7,0,3,52,41.3,TV,Esportes,3.5,,
19978,1,44,Feminino,Norte,Mensal,Crédito Recorrente,Básico,20.9,9,11,0,5,25,16.2,TV,Esportes,3.0,4.0,2.0
19979,1,50,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,12,5,1,2,34,22.4,TV,Filmes,3.0,,4.0
19980,0,26,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,0,2,0,4,60,42.5,Tablet,Séries,4.0,1.5,3.0
19981,0,30,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,13,11,0,1,10,29.5,Mobile,Filmes,2.5,3.5,
19982,0,37,Feminino,Sudeste,Mensal,Débito Automático,Padrão,44.9,1,3,0,1,40,33.6,TV,Novelas,4.5,4.0,
19983,0,37,,Norte,Mensal,Pix,Básico,20.9,0,8,0,1,1,36.5,Desktop,Novelas,,,
19984,0,50,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,38.9,24,6,0,0,21,14.6,TV,Séries,4.5,,
19985,0,18,Masculino,Nordeste,Mensal,Boleto,Padrão,44.9,8,7,0,8,70,44.2,TV,Infantil,3.0,3.0,2.5
19986,0,26,,Nordeste,Mensal,Débito Automático,Padrão,44.9,4,5,0,3,43,36.2,Mobile,Filmes,2.0,,2.5
19987,1,52,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,2,10,0,1,24,12.0,TV,Novelas,4.0,3.5,
19988,0,27,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,5,3,0,2,64,24.6,Mobile,Infantil,4.0,2.5,3.0
19989,0,27,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,11,4,0,2,43,38.4,Mobile,Esportes,4.5,,4.0
19990,0,37,Masculino,Sul,Mensal,Cartão de Crédito,Premium,59.9,1,15,0,5,3,58.7,TV,Séries,,3.5,2.5
19991,0,26,Masculino,Sul,Mensal,Débito,Premium,59.9,13,3,0,1,22,34.0,TV,Filmes,4.5,3.5,
19992,1,51,,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,11,4,0,0,3,17.9,Tablet,Esportes,2.0,,
19993,0,34,Masculino,Sul,Mensal,Pix,Padrão,44.9,18,8,0,3,27,26.6,TV,Filmes,2.5,2.5,
19994,0,26,Masculino,Sul,Mensal,Crédito Recorrente,Básico,20.9,5,2,0,0,29,38.0,Mobile,Esportes,3.0,,4.0
19995,0,28,Masculino,Sul,Mensal,Pix,Básico,20.9,7,1,0,0,34,28.7,TV,Séries,2.0,,2.5
19996,1,30,Feminino,Nordeste,Mensal,Débito Automático,Padrão,44.9,2,4,0,0,3,30.0,Tablet,Séries,3.0,,
19997,0,34,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,5,4,0,2,14,9.5,Mobile,Séries,3.5,3.5,4.5
19998,1,43,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,21,7,0,2,33,43.5,Mobile,Documentários,,3.5,
19999,0,29,Masculino,Centro-Oeste,Mensal,Pix,Básico,20.9,11,7,0,2,49,33.8,Desktop,Infantil,3.0,,4.0
20000,0,38,,Sul,Anual,Crédito Recorrente,Premium,48.9,27,7,0,2,59,46.6,Desktop,Novelas,4.0,3.0,
20001,0,38,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,6,1,0,4,18,47.1,Mobile,Esportes,,,
20002,0,32,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,34,9,0,4,33,12.0,Tablet,Séries,3.5,3.5,3.0
20003,0,26,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,25,5,0,11,49,28.8,Tablet,Filmes,5.0,,5.0
20004,0,28,Prefiro Não Informar,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,0,3,1,2,22,15.5,TV,Documentários,,3.0,
20005,1,30,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,2,12,0,1,16,16.1,Desktop,Séries,3.0,4.0,
20006,0,41,Masculino,Sul,Mensal,Débito Automático,Premium,59.9,3,14,0,0,25,33.5,TV,Filmes,3.0,,
20007,0,48,Feminino,Centro-Oeste,Mensal,Pix,Padrão,44.9,9,12,0,1,30,32.4,TV,Séries,,,
20008,1,55,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,31,15,0,1,18,26.9,TV,Séries,3.0,4.0,
20009,0,32,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,12,5,0,0,42,28.2,Desktop,Novelas,3.0,,4.0
20010,1,40,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,9,7,0,0,7,21.2,Desktop,Séries,4.5,4.5,
20011,0,34,,Centro-Oeste,Mensal,Débito Automático,Padrão,44.9,17,4,0,1,21,22.4,TV,Filmes,2.5,,4.0
20012,0,35,Masculino,Norte,Mensal,Boleto,Premium,59.9,29,7,0,0,2,30.9,Tablet,Séries,3.5,3.5,3.0
20013,1,31,Masculino,Norte,Anual,Crédito Recorrente,Padrão,38.9,9,10,0,0,9,26.6,TV,Filmes,4.0,4.5,5.0
20014,1,31,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,20,4,0,1,11,14.0,Mobile,Séries,3.0,,
20015,0,36,Masculino,Sudeste,Mensal,Pix,Premium,59.9,25,1,0,10,39,36.4,TV,Filmes,5.0,4.0,4.0
20016,0,31,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,1,10,0,3,63,30.3,Tablet,Séries,5.0,4.5,2.0
20017,1,41,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,17,7,0,0,5,23.5,Mobile,Séries,4.0,,4.5
20018,0,51,Masculino,Centro-Oeste,Mensal,Pix,Premium,59.9,1,14,0,2,31,33.9,TV,Esportes,5.0,,4.0
20019,0,37,Masculino,Sul,Anual,Crédito Recorrente,Básico,18.9,17,3,0,3,2,12.4,Tablet,Séries,4.5,5.0,4.0
20020,0,30,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,9,5,0,0,41,29.6,TV,Infantil,4.0,4.5,4.5
20021,0,48,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,10,5,0,0,22,14.3,Desktop,Novelas,3.5,4.5,4.0
20022,1,28,Masculino,Sul,Mensal,Pix,Básico,20.9,8,4,1,0,3,5.9,Mobile,Infantil,,3.0,
20023,0,35,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,7,8,0,1,17,5.0,Mobile,Infantil,3.0,4.0,4.5
20024,0,29,,Sul,Mensal,Crédito Recorrente,Padrão,44.9,8,5,0,0,19,26.3,Mobile,Infantil,4.0,2.0,4.0
20025,1,30,,Nordeste,Mensal,Boleto,Básico,20.9,13,5,0,1,21,43.3,Mobile,Novelas,3.5,,5.0
20026,0,36,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,10,3,1,2,12,12.1,Mobile,Filmes,2.5,1.0,4.0
20027,1,38,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,28,8,1,0,12,19.8,Desktop,Séries,4.5,3.5,
20028,1,24,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,33,2,0,0,15,12.8,Tablet,Séries,,,4.0
20029,0,30,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,14,7,0,3,5,33.4,Desktop,Esportes,,3.5,3.5
20030,1,43,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,6,11,0,5,4,18.4,TV,Infantil,5.0,2.5,
20031,0,51,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,4,8,0,0,58,24.2,TV,Novelas,,2.5,4.5
20032,0,26,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,15,9,0,1,41,18.9,TV,Séries,,,3.5
20033,0,57,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,31,10,0,0,19,38.8,TV,Esportes,4.0,3.0,3.0
20034,0,45,Feminino,Sudeste,Mensal,Pix,Padrão,44.9,26,14,0,1,48,23.4,TV,Infantil,4.0,4.5,3.5
20035,0,25,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,11,4,0,6,3,28.5,Desktop,Séries,,5.0,2.0
20036,1,36,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,8,13,0,2,29,29.1,Mobile,Filmes,,,
20037,0,36,,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,7,3,0,0,15,27.0,TV,Novelas,2.0,3.0,2.0
20038,0,22,,Sul,Anual,Crédito Recorrente,Básico,18.9,18,4,0,0,8,42.8,Mobile,Filmes,4.5,4.0,
20039,0,52,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,10,3,0,0,58,51.5,TV,Infantil,,,3.5
20040,0,39,Masculino,Nordeste,Mensal,Pix,Premium,59.9,14,5,0,7,3,5.0,Desktop,Filmes,3.0,,
20041,0,29,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,6,2,0,2,16,19.9,Tablet,Infantil,5.0,5.0,
20042,0,56,Feminino,Nordeste,Mensal,Pix,Premium,59.9,33,4,0,0,26,21.0,Mobile,Documentários,3.0,4.0,2.5
20043,0,24,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,33,10,0,0,42,37.8,Mobile,Esportes,4.0,1.0,
20044,0,33,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,4,3,0,1,19,32.7,Mobile,Séries,3.0,3.5,2.5
20045,0,27,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,9,2,0,1,26,23.8,Desktop,Esportes,4.5,,4.0
20046,0,33,Prefiro Não Informar,Sul,Mensal,Boleto,Padrão,44.9,8,8,1,1,28,19.0,Tablet,Filmes,4.5,,1.0
20047,0,55,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,13,2,0,2,7,31.0,TV,Séries,,3.0,3.5
20048,0,32,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,9,5,0,0,29,14.1,Mobile,Séries,3.0,,4.0
20049,0,30,Feminino,Norte,Mensal,Pix,Premium,59.9,34,1,0,1,28,14.8,Mobile,Séries,4.5,,2.0
20050,0,38,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,0,10,0,8,25,12.8,Tablet,Séries,3.0,,
20051,0,48,Masculino,Sul,Mensal,Pix,Padrão,44.9,6,10,1,3,16,32.4,Desktop,Infantil,3.5,,
20052,0,32,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,9,9,0,2,17,18.5,Mobile,Novelas,,,4.5
20053,1,29,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,14,18,0,1,6,38.1,Mobile,Séries,2.0,4.5,
20054,0,35,Masculino,Norte,Mensal,Débito Automático,Premium,59.9,14,3,0,0,53,45.5,TV,Novelas,3.0,,2.0
20055,0,51,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,4,4,1,2,2,36.4,TV,Filmes,4.0,,4.0
20056,0,81,Feminino,Sul,Mensal,Pix,Padrão,44.9,11,3,0,0,44,5.0,Tablet,Documentários,3.5,2.5,
20057,0,36,Feminino,Sudeste,Mensal,Pix,Básico,20.9,18,8,0,1,28,20.9,Tablet,Novelas,2.5,,2.0
20058,0,34,Feminino,Nordeste,Mensal,Pix,Padrão,44.9,1,1,0,0,27,24.9,Tablet,Esportes,3.5,,
20059,0,43,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,3,4,0,0,23,33.8,Tablet,Esportes,,3.5,4.5
20060,0,18,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,3,6,0,9,12,38.0,Mobile,Infantil,3.5,2.5,1.5
20061,0,46,Feminino,Sul,Mensal,Pix,Premium,59.9,11,4,0,1,49,28.9,Mobile,Esportes,,,
20062,0,73,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,18,4,0,1,36,17.4,Desktop,Filmes,4.0,4.0,
20063,1,40,Masculino,Nordeste,Mensal,Débito,Básico,20.9,36,7,0,0,35,38.1,Desktop,Infantil,4.5,,3.0
20064,1,54,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,15,3,0,2,6,11.1,Tablet,Esportes,3.0,,
20065,0,27,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,12,2,0,1,4,16.6,Tablet,Novelas,,,2.5
20066,0,41,Feminino,Norte,Mensal,Débito Automático,Premium,59.9,10,1,0,0,19,18.3,Desktop,Filmes,3.5,,4.5
20067,0,34,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,3,8,0,1,44,28.8,Desktop,Filmes,3.5,3.5,4.5
20068,0,86,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,8,7,0,0,3,20.4,TV,Documentários,,5.0,
20069,0,39,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Premium,59.9,17,9,0,0,18,28.2,Mobile,Documentários,4.5,4.5,4.0
20070,0,33,Prefiro Não Informar,Sul,Mensal,Cartão de Crédito,Padrão,44.9,0,4,0,1,52,34.3,TV,Séries,4.5,4.0,3.5
20071,0,33,,Centro-Oeste,Mensal,Cartão de Crédito,Premium,59.9,1,2,0,2,21,28.0,Mobile,Esportes,4.5,2.0,3.5
20072,0,25,Feminino,Centro-Oeste,Mensal,Boleto,Padrão,44.9,1,9,0,2,54,10.9,Desktop,Novelas,3.5,,
20073,0,44,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,19,14,0,2,20,10.7,Mobile,Filmes,4.0,,
20074,0,34,Masculino,Sul,Mensal,Cartão de Crédito,Premium,59.9,34,9,0,0,1,11.0,Desktop,Filmes,4.5,,3.5
20075,1,32,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,2,6,0,3,24,19.6,TV,Filmes,4.0,,4.5
20076,1,26,,Sudeste,Mensal,Pix,Básico,20.9,20,4,1,2,28,28.4,TV,Infantil,1.5,1.0,
20077,1,64,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,17,7,0,1,3,33.3,TV,Documentários,4.0,2.5,
20078,0,33,Masculino,Norte,Mensal,Cartão de Crédito,Padrão,44.9,11,1,0,0,18,33.2,Tablet,Séries,3.5,4.5,4.0
20079,0,43,Masculino,Sudeste,Mensal,Débito,Padrão,44.9,14,20,0,0,36,26.5,TV,Documentários,3.0,5.0,3.5
20080,0,31,,Nordeste,Anual,Crédito Recorrente,Básico,18.9,1,3,0,5,25,32.2,TV,Infantil,4.0,4.0,4.5
20081,1,31,Masculino,Centro-Oeste,Mensal,Débito Automático,Padrão,44.9,8,8,0,7,13,15.3,TV,Esportes,3.0,,
20082,1,32,Masculino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,24,21,0,1,4,25.9,Mobile,Infantil,3.5,,
20083,0,31,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,38.9,17,7,0,0,2,28.4,Mobile,Infantil,,,
20084,0,51,Feminino,Nordeste,Mensal,Débito,Padrão,44.9,0,9,0,0,52,23.4,TV,Séries,3.0,,3.5
20085,0,35,Masculino,Norte,Anual,Crédito Recorrente,Premium,48.9,6,8,0,1,18,22.2,Tablet,Filmes,3.5,3.5,3.5
20086,0,40,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,44.9,0,6,0,0,13,11.7,Mobile,Filmes,4.0,,
20087,0,36,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,24,8,1,1,12,33.9,Tablet,Filmes,,,
20088,0,51,Masculino,Sul,Mensal,Pix,Premium,59.9,14,5,0,7,2,27.8,TV,Novelas,,2.5,
20089,1,34,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,9,7,0,1,1,43.1,Mobile,Novelas,3.5,3.0,3.5
20090,0,26,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,20,7,0,1,39,25.4,Tablet,Séries,2.5,4.0,4.5
20091,1,55,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,20,9,0,6,7,5.0,TV,Séries,4.0,2.5,1.0
20092,0,30,Masculino,Sudeste,Mensal,Débito Automático,Básico,20.9,16,11,0,1,13,26.5,TV,Novelas,4.0,4.5,
20093,0,30,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,12,6,0,0,27,35.3,Desktop,Infantil,2.5,4.5,4.0
20094,0,39,,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,14,12,0,8,37,36.8,TV,Esportes,1.5,3.5,
20095,0,34,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,4,8,0,0,22,27.0,TV,Infantil,,,3.5
20096,0,73,,Norte,Mensal,Crédito Recorrente,Premium,59.9,27,6,1,3,6,5.0,TV,Séries,4.0,,2.5
20097,0,65,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,1,4,0,5,28,5.0,TV,Séries,3.5,,
20098,0,37,Feminino,Sudeste,Mensal,Débito Automático,Básico,20.9,2,4,0,0,25,5.0,Mobile,Infantil,4.0,3.5,4.5
20099,0,26,,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,3,10,0,0,63,41.2,TV,Filmes,4.5,,2.0
20100,0,27,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,3,4,0,0,16,13.8,Mobile,Séries,4.5,3.0,3.5
20101,0,34,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,28,16,0,1,2,14.8,Mobile,Infantil,4.5,4.0,3.5
20102,0,25,Masculino,Sudeste,Mensal,Débito Automático,Básico,20.9,27,5,0,0,59,30.0,Mobile,Esportes,4.0,,4.5
20103,0,28,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,8,7,1,1,11,32.0,Mobile,Infantil,3.0,3.5,4.0
20104,0,29,Feminino,Sudeste,Mensal,Pix,Premium,59.9,13,3,0,1,14,26.2,TV,Esportes,4.0,3.5,
20105,0,37,Prefiro Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,17,14,0,2,32,39.6,Mobile,Séries,2.0,,3.0
20106,0,35,Masculino,Sudeste,Mensal,Débito Automático,Premium,59.9,2,14,0,1,51,24.4,TV,Esportes,2.0,4.0,3.0
20107,1,32,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,0,14,0,7,1,21.0,Mobile,Documentários,,,
20108,1,38,Masculino,Sul,Mensal,Pix,Premium,59.9,28,10,0,1,54,34.1,TV,Séries,3.0,3.0,4.0
20109,0,38,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,20.9,26,2,0,1,49,20.6,Desktop,Infantil,5.0,4.0,4.0
20110,0,54,Masculino,Nordeste,Mensal,Débito Automático,Padrão,44.9,14,1,0,3,48,28.7,TV,Infantil,5.0,,4.0
20111,0,40,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,2,5,0,1,28,39.4,TV,Infantil,3.0,4.5,
20112,0,31,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,3,8,1,0,19,21.0,Mobile,Séries,3.0,1.0,1.0
20113,1,30,Feminino,Sudeste,Mensal,Débito,Premium,59.9,9,9,0,0,28,5.0,Desktop,Infantil,,3.5,
20114,0,36,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,6,0,1,11,41.4,TV,Séries,4.0,3.0,
20115,0,32,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,1,18,0,0,39,34.7,Tablet,Séries,4.0,3.5,4.5
20116,1,31,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,11,8,1,0,2,29.3,Mobile,Infantil,,3.0,3.5
20117,0,28,Feminino,Norte,Anual,Crédito Recorrente,Premium,48.9,33,3,0,1,45,30.5,Mobile,Filmes,2.5,2.5,
20118,0,30,Masculino,Centro-Oeste,Mensal,Débito,Premium,59.9,17,6,0,1,34,31.0,Mobile,Infantil,2.5,3.5,3.0
20119,0,52,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,13,1,0,0,7,30.7,Desktop,Filmes,3.0,,4.0
20120,0,46,,Nordeste,Mensal,Pix,Básico,20.9,20,7,0,0,36,34.8,Tablet,Esportes,,4.0,
20121,1,26,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,3,11,0,0,17,15.9,Mobile,Esportes,3.0,4.0,
20122,0,36,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,17,2,0,1,48,5.3,TV,Filmes,3.5,4.0,2.0
20123,0,36,Outros,Centro-Oeste,Mensal,Cartão de Crédito,Premium,59.9,26,9,0,0,50,36.0,Desktop,Filmes,4.5,2.5,1.0
20124,0,51,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,20,2,0,0,25,26.7,Tablet,Novelas,2.5,,3.5
