cliente_id,idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal,churn
CLI00698,50,42,basico,19.90,58,77,6,2.8,"Cartão de Crédito",Tablet,0
CLI00699,28,47,Básico,19.90,71,25,2,3.4,,Tablet,0
CLI00700,23,43,Básico,19.90,44,177,6,0.6,"Cartão de Crédito",TV,0
CLI00701,,43,Premium,39.90,14,73,1,1.9,Débito,mobile,0
CLI00702,30,46,Premium,39.90,87,185,2,1.4,,Mobile,1
CLI00703,39,49,basico,19.90,76,93,0,4.4,PIX,TV,0
CLI00704,76,12,Premium,39.90,44,29,4,1.0,Débito,tv,1
CLI00705,30,14,PREMIUM,39.90,59,101,9,4.1,Débito,Desktop,0
CLI00706,74,40,PREMIUM,39.90,53,22,3,4.2,,tv,0
CLI00707,47,5,PREMIUM,39.90,12,159,1,4.6,PIX,Desktop,1
CLI00708,42,33,PREMIUM,39.90,24,105,2,0.6,Débito,TV,0
CLI00709,30,5,Padrão,29.90,66,33,1,0.8,Débito,Desktop,1
CLI00710,58,53,Padrão,29.90,68,65,3,2.5,Credito,Mobile,0
CLI00711,29,6,PREMIUM,39.90,63,118,9,2.0,Débito,Desktop,0
CLI00712,36,NaN,Padrão,29.90,93,143,4,3.3,PIX,mobile,0
CLI00713,62,23,Premium,39.90,21,152,1,2.3,Credito,Mobile,0
CLI00714,18,36,basico,19.90,80,155,4,1.6,Credito,TV,1
CLI00715,28,35,basico,19.90,14,151,2,3.6,"Cartão de Crédito",tv,0
CLI00716,19,48,Premium,39.90,23,85,3,4.8,Credito,Mobile,0
CLI00717,26,20,Básico,19.90,8,83,7,4.4,,Mobile,1
CLI00718,67,54,basico,19.90,0,42,9,2.1,"Cartão de Crédito",mobile,1
CLI00719,72,34,Básico,19.90,84,110,1,2.1,Credito,mobile,0
CLI00720,75,39,Básico,19.90,39,45,1,3.8,Boleto,Tablet,0
CLI00721,69,7,basico,19.90,51,33,7,2.4,,Desktop,0
CLI00722,44,52,Padrão,29.90,43,100,7,0.6,PIX,TV,0
CLI00723,61,14,Premium,39.90,84,55,1,1.2,,Tablet,0
CLI00724,23,22,basico,19.90,56,111,0,0.2,Boleto,Tablet,0
CLI00725,71,30,Premium,39.90,89,156,5,2.0,Boleto,mobile,0
CLI00726,39,16,Premium,39.90,69,50,3,3.4,Boleto,Tablet,0
CLI00727,60,5,Básico,19.90,58,61,4,2.9,Credito,mobile,1
CLI00728,62,16,PREMIUM,39.90,80,84,2,4.5,Boleto,tv,0
CLI00729,37,47,basico,19.90,68,55,6,0.8,,TV,0
CLI00730,26,59,Padrão,29.90,71,49,2,2.8,Débito,TV,0
CLI00731,38,7,Básico,19.90,12,99,7,2.5,Credito,tv,0
CLI00732,71,52,basico,19.90,60,185,1,4.5,Boleto,Mobile,0
CLI00733,24,45,Premium,39.90,80,12,9,2.3,Débito,Mobile,0
CLI00734,50,4,basico,19.90,71,72,2,4.7,"Cartão de Crédito",Tablet,0
CLI00735,20,6,Básico,19.90,60,25,2,3.8,"Cartão de Crédito",mobile,0
CLI00736,72,27,basico,19.90,6,183,7,4.7,,tv,0
CLI00737,29,11,Premium,39.90,75,137,1,4.4,Boleto,tv,0
CLI00738,55,27,Premium,39.90,39,112,6,0.9,Credito,Desktop,1
CLI00739,43,35,Padrão,29.90,60,60,0,2.8,Débito,Mobile,1
CLI00740,72,36,Básico,19.90,96,79,5,1.4,Boleto,Mobile,0
CLI00741,55,60,PREMIUM,39.90,87,123,6,2.8,"Cartão de Crédito",mobile,0
CLI00742,27,45,Premium,39.90,92,45,0,3.5,Boleto,Desktop,0
CLI00743,76,43,Básico,19.90,90,26,8,4.8,,Mobile,0
CLI00744,55,20,Padrão,29.90,97,151,3,0.2,Boleto,TV,1
CLI00745,42,5,PREMIUM,39.90,97,164,8,1.8,Credito,Desktop,1
CLI00746,53,48,basico,19.90,50,188,8,3.6,Credito,tv,1
CLI00747,41,8,Básico,19.90,4,62,6,3.3,Boleto,tv,0
CLI00748,38,35,basico,19.90,36,72,2,2.7,,Tablet,0
CLI00749,67,3,Premium,39.90,0,134,1,4.7,Credito,mobile,1
CLI00750,63,13,basico,19.90,53,64,4,0.4,PIX,TV,1
CLI00751,50,51,Padrão,29.90,18,84,9,3.8,"Cartão de Crédito",Desktop,1
CLI00752,50,6,Básico,19.90,85,138,2,0.1,PIX,mobile,0
CLI00753,35,31,Premium,39.90,39,91,8,2.5,Débito,Tablet,1
CLI00754,30,56,Básico,19.90,15,38,8,3.1,Débito,Desktop,0
CLI00755,46,14,PREMIUM,39.90,32,184,2,4.8,"Cartão de Crédito",mobile,0
CLI00756,28,22,Padrão,29.90,54,70,7,0.9,Credito,TV,1
CLI00757,33,1,Premium,39.90,35,74,7,2.9,Boleto,Mobile,0
CLI00758,67,46,Padrão,29.90,85,60,3,3.9,"Cartão de Crédito",Mobile,1
CLI00759,53,23,Premium,39.90,52,107,8,0.1,PIX,mobile,0
CLI00760,67,17,PREMIUM,39.90,23,129,3,1.7,"Cartão de Crédito",Tablet,0
CLI00761,59,7,PREMIUM,39.90,63,54,8,4.8,Débito,Desktop,1
CLI00762,40,56,Premium,39.90,90,56,9,4.0,"Cartão de Crédito",Desktop,0
CLI00763,67,60,Premium,39.90,62,143,6,3.9,,TV,0
CLI00764,42,25,basico,19.90,57,126,4,4.3,"Cartão de Crédito",tv,0
CLI00765,67,9,PREMIUM,39.90,36,106,1,3.2,Boleto,Tablet,0
CLI00766,25,22,basico,19.90,24,90,7,2.8,Credito,mobile,0
CLI00767,27,36,basico,19.90,35,19,7,2.4,Débito,Desktop,1
CLI00768,42,54,Premium,39.90,6,20,9,2.2,,Desktop,1
CLI00769,47,50,PREMIUM,39.90,97,183,5,4.3,Credito,TV,1
CLI00770,72,58,PREMIUM,39.90,72,62,6,4.1,PIX,Tablet,1
CLI00771,54,14,Básico,19.90,65,16,9,4.6,Boleto,tv,0
CLI00772,55,35,Básico,19.90,80,78,5,5.0,Boleto,Tablet,1
CLI00773,31,55,Padrão,29.90,90,44,3,2.6,Credito,TV,0
CLI00774,45,13,basico,19.90,31,52,7,2.6,"Cartão de Crédito",TV,1
CLI00775,75,7,basico,19.90,11,84,8,3.5,Boleto,Mobile,1
CLI00776,65,49,PREMIUM,39.90,11,61,5,0.2,PIX,Mobile,1
CLI00777,32,NaN,basico,19.90,15,91,7,1.9,PIX,TV,1
CLI00778,51,37,basico,19.90,80,113,9,4.0,Boleto,TV,0
CLI00779,73,21,Básico,19.90,47,93,6,4.5,PIX,Tablet,1
CLI00780,71,23,Premium,39.90,1,167,3,0.7,,Desktop,1
CLI00781,50,13,Premium,39.90,60,41,9,3.6,PIX,TV,1
CLI00782,34,30,Básico,19.90,56,60,0,1.6,Débito,Tablet,1
CLI00783,18,15,Padrão,29.90,12,177,1,3.1,Débito,tv,0
CLI00784,35,52,basico,19.90,12,27,7,1.5,Credito,Tablet,1
CLI00785,24,31,basico,19.90,95,157,3,1.9,"Cartão de Crédito",tv,0
CLI00786,75,26,basico,19.90,54,172,4,4.6,Débito,mobile,1
CLI00787,74,20,Básico,19.90,68,111,2,1.0,,mobile,0
CLI00788,19,57,Básico,19.90,82,15,6,1.2,Débito,Desktop,0
CLI00789,70,56,basico,19.90,21,165,7,1.0,Débito,Tablet,1
CLI00790,70,35,PREMIUM,39.90,22,146,6,0.2,PIX,TV,1
CLI00791,,39,Básico,19.90,12,40,7,4.8,PIX,tv,1
CLI00792,33,7,Premium,39.90,68,187,9,4.4,Débito,Desktop,0
CLI00793,59,25,Padrão,29.90,43,125,9,2.2,,TV,1
CLI00794,36,NaN,basico,,12,79,5,1.5,Boleto,mobile,1
CLI00795,52,35,Básico,19.90,36,163,1,2.7,Débito,Mobile,0
CLI00796,75,1,Premium,39.90,76,34,2,3.5,Credito,TV,0
CLI00797,40,26,Padrão,29.90,77,185,4,3.0,Débito,tv,0
CLI00798,22,37,Padrão,29.90,31,74,2,3.7,,mobile,1
CLI00799,56,28,Básico,19.90,94,185,0,4.8,Credito,Mobile,1
CLI00800,71,60,basico,19.90,71,162,2,0.0,,Tablet,0
CLI00801,22,14,Padrão,29.90,87,16,8,3.6,Boleto,mobile,1
CLI00802,72,20,PREMIUM,39.90,78,176,4,3.5,"Cartão de Crédito",mobile,1
CLI00803,74,8,Básico,19.90,87,24,4,4.6,Credito,tv,1
CLI00804,73,49,basico,19.90,33,170,8,3.8,Credito,Desktop,0
CLI00805,49,53,Premium,39.90,26,127,5,1.9,Débito,Desktop,1
CLI00806,39,9,basico,19.90,76,163,8,2.5,"Cartão de Crédito",Tablet,0
CLI00807,34,36,Premium,39.90,11,39,3,0.3,"Cartão de Crédito",tv,0
CLI00808,43,2,Padrão,29.90,76,36,4,4.1,PIX,Mobile,0
CLI00809,50,27,Premium,39.90,10,67,7,1.5,,Mobile,1
CLI00810,76,43,Básico,19.90,52,141,7,0.7,,Tablet,0
CLI00811,67,14,Premium,39.90,20,112,3,5.0,Credito,tv,0
CLI00812,68,41,Padrão,29.90,17,143,5,1.2,Credito,Desktop,1
CLI00813,40,8,basico,19.90,73,185,1,2.6,Débito,Desktop,0
CLI00814,46,57,Básico,19.90,24,48,9,3.1,Credito,Mobile,1
CLI00815,35,44,PREMIUM,39.90,32,23,3,2.2,Débito,Tablet,1
CLI00816,77,19,Premium,39.90,66,75,6,2.3,Débito,Mobile,0
CLI00817,38,31,Premium,39.90,60,183,3,1.8,Débito,mobile,1
CLI00818,65,32,Padrão,29.90,74,183,5,1.6,Credito,Tablet,0
CLI00819,39,4,Premium,39.90,97,180,2,4.9,PIX,Desktop,0
CLI00820,47,20,Premium,39.90,28,94,0,0.8,Débito,mobile,0
CLI00821,67,43,Premium,39.90,43,12,6,1.7,PIX,tv,0
CLI00822,25,17,PREMIUM,39.90,90,183,8,4.5,Credito,tv,1
CLI00823,24,33,Padrão,29.90,56,77,7,1.7,Débito,Mobile,1
CLI00824,48,36,Premium,39.90,63,11,5,3.6,Débito,Desktop,1
CLI00825,65,NaN,PREMIUM,39.90,91,36,7,0.7,Débito,mobile,0
CLI00826,57,12,Padrão,29.90,76,115,3,2.7,PIX,TV,0
CLI00827,69,NaN,Premium,39.90,0,113,8,3.7,"Cartão de Crédito",mobile,0
CLI00828,38,27,Padrão,29.90,79,167,3,1.9,Credito,TV,0
CLI00829,30,40,Básico,19.90,84,132,8,2.4,PIX,Mobile,0
CLI00830,54,15,PREMIUM,39.90,5,68,7,3.5,Débito,TV,0
CLI00831,54,57,Básico,19.90,27,48,3,1.1,,tv,1
CLI00832,27,32,Premium,39.90,36,30,7,0.6,PIX,TV,1
CLI00833,62,46,basico,19.90,74,12,3,1.0,"Cartão de Crédito",mobile,1
CLI00834,74,18,Básico,19.90,45,34,9,2.6,Credito,Mobile,0
CLI00835,42,17,Padrão,29.90,43,169,7,0.2,Credito,tv,1
CLI00836,44,57,Básico,19.90,75,166,2,4.7,PIX,TV,1
CLI00837,73,57,basico,19.90,83,164,5,1.5,Credito,tv,0
CLI00838,36,11,Padrão,29.90,73,126,5,0.7,Débito,Tablet,0
CLI00839,37,18,Premium,39.90,65,134,4,1.2,"Cartão de Crédito",Desktop,1
CLI00840,75,38,PREMIUM,39.90,66,130,7,3.1,,mobile,0
CLI00841,72,17,PREMIUM,39.90,84,96,3,0.1,Débito,Desktop,0
CLI00842,65,59,PREMIUM,39.90,35,71,8,0.5,,Desktop,1
CLI00843,77,27,Básico,19.90,24,143,7,2.3,Boleto,mobile,0
CLI00844,34,34,Premium,39.90,55,83,0,1.6,PIX,Mobile,1
CLI00845,75,44,Premium,39.90,42,144,0,4.9,,tv,0
CLI00846,30,54,PREMIUM,39.90,47,126,6,4.8,Credito,mobile,0
CLI00847,24,23,Premium,39.90,30,69,6,4.2,Débito,tv,0
CLI00848,29,49,Padrão,29.90,70,93,3,4.5,PIX,mobile,0
CLI00849,26,26,Padrão,29.90,15,157,1,0.7,Credito,tv,1
CLI00850,65,17,Premium,39.90,12,34,3,3.5,PIX,Tablet,0
CLI00851,45,24,Básico,19.90,36,150,3,1.7,Boleto,Mobile,0
CLI00852,73,5,Básico,19.90,47,69,4,2.7,,Desktop,1
CLI00853,69,47,Básico,19.90,5,160,1,4.4,"Cartão de Crédito",tv,1
CLI00854,55,26,Premium,39.90,59,75,4,2.4,,mobile,1
CLI00855,62,7,Básico,19.90,82,107,4,1.6,,mobile,0
CLI00856,23,47,basico,19.90,34,141,0,4.9,PIX,Mobile,1
CLI00857,19,32,Premium,39.90,89,101,1,3.7,Débito,TV,0
CLI00858,31,39,Padrão,29.90,35,185,5,0.8,PIX,Mobile,0
CLI00859,24,11,Padrão,29.90,88,178,8,4.2,Credito,tv,1
CLI00860,36,21,Padrão,29.90,93,95,8,1.9,Boleto,mobile,1
CLI00861,18,12,Padrão,29.90,6,107,5,0.4,Credito,TV,1
CLI00862,63,25,basico,19.90,88,123,9,1.7,PIX,mobile,0
CLI00863,51,25,Básico,19.90,23,184,7,2.9,"Cartão de Crédito",Desktop,0
CLI00864,52,31,basico,19.90,33,127,0,4.2,,Tablet,0
CLI00865,26,17,PREMIUM,39.90,55,45,4,3.2,"Cartão de Crédito",Mobile,0
CLI00866,37,27,Padrão,29.90,10,50,3,0.8,Credito,tv,1
CLI00867,34,44,Premium,39.90,62,80,5,2.6,Credito,Desktop,0
CLI00868,76,21,Padrão,29.90,56,53,9,1.1,PIX,Tablet,1
CLI00869,54,47,PREMIUM,39.90,7,103,4,4.7,Credito,Tablet,1
CLI00870,74,37,basico,19.90,63,27,5,2.0,PIX,tv,1
CLI00871,29,3,PREMIUM,39.90,95,171,4,2.0,Débito,Tablet,1
CLI00872,38,47,Padrão,29.90,19,22,1,3.2,Boleto,Desktop,0
CLI00873,37,43,PREMIUM,39.90,98,154,4,1.4,Credito,TV,1
CLI00874,47,38,Premium,39.90,88,152,2,4.4,Boleto,Desktop,0
CLI00875,28,51,PREMIUM,39.90,52,150,9,3.2,,tv,1
CLI00876,68,11,basico,19.90,99,122,4,3.0,Credito,Mobile,0
CLI00877,63,53,basico,19.90,26,104,5,0.9,Credito,Mobile,1
CLI00878,26,3,Básico,19.90,63,94,2,4.6,Credito,TV,0
CLI00879,72,44,Premium,39.90,93,145,7,2.4,,TV,1
CLI00880,22,1,basico,19.90,30,122,2,2.5,PIX,mobile,1
CLI00881,65,55,Básico,19.90,47,127,7,2.7,PIX,TV,0
CLI00882,52,12,basico,19.90,19,141,9,4.1,"Cartão de Crédito",Mobile,1
CLI00883,43,13,Básico,19.90,96,58,4,1.2,,Mobile,0
CLI00884,34,24,Padrão,29.90,67,151,6,2.9,"Cartão de Crédito",Mobile,0
CLI00885,74,42,Básico,19.90,21,75,7,1.3,Débito,Mobile,1
CLI00886,,36,basico,19.90,76,160,,4.9,,mobile,1
CLI00887,19,4,PREMIUM,39.90,31,77,8,4.4,PIX,Desktop,0
CLI00888,27,51,basico,19.90,37,150,5,0.7,Débito,Mobile,0
CLI00889,48,4,Padrão,29.90,3,12,4,4.0,,Desktop,1
CLI00890,30,36,PREMIUM,39.90,86,50,1,0.4,Débito,mobile,0
CLI00891,59,44,basico,19.90,9,186,6,2.7,,Tablet,0
CLI00892,29,15,Padrão,29.90,36,91,3,4.1,PIX,Desktop,1
CLI00893,58,14,PREMIUM,39.90,66,167,3,4.2,PIX,Mobile,0
CLI00894,72,56,basico,19.90,27,148,8,3.0,Boleto,mobile,0
CLI00895,32,16,Básico,19.90,14,31,5,4.5,"Cartão de Crédito",tv,1
CLI00896,76,32,PREMIUM,39.90,62,111,5,4.3,Débito,Desktop,0
CLI00897,47,54,basico,19.90,30,173,1,3.7,Boleto,Desktop,0
CLI00898,56,20,Básico,19.90,80,170,7,4.6,PIX,mobile,0
CLI00899,44,58,basico,19.90,47,130,2,1.8,,Desktop,0
CLI00900,64,7,PREMIUM,39.90,75,15,7,5.0,"Cartão de Crédito",mobile,1
CLI00901,51,22,basico,19.90,50,48,0,0.2,"Cartão de Crédito",tv,0
CLI00902,43,9,PREMIUM,39.90,54,90,8,2.7,,Mobile,0
CLI00903,38,53,Padrão,29.90,33,96,6,2.3,Boleto,Desktop,1
CLI00904,70,46,Padrão,29.90,35,93,3,1.3,PIX,Tablet,0
CLI00905,68,40,Padrão,29.90,60,35,3,3.0,Boleto,Desktop,0
CLI00906,45,24,basico,19.90,36,183,6,3.2,PIX,Mobile,0
CLI00907,28,13,Básico,19.90,52,46,9,0.2,"Cartão de Crédito",TV,0
CLI00908,38,4,basico,19.90,70,55,3,1.6,,tv,0
CLI00909,37,39,Básico,19.90,68,129,6,3.6,PIX,Desktop,0
CLI00910,36,56,Padrão,29.90,87,185,5,2.4,"Cartão de Crédito",Tablet,1
CLI00911,51,18,PREMIUM,39.90,97,56,4,2.7,Débito,Tablet,0
CLI00912,63,49,PREMIUM,39.90,60,186,,1.1,,Desktop,1
CLI00913,69,30,Padrão,29.90,52,160,5,0.3,Credito,tv,1
CLI00914,38,52,Básico,19.90,75,35,8,3.5,Credito,tv,0
CLI00915,31,52,Básico,19.90,62,10,1,0.1,Credito,Mobile,0
CLI00916,22,27,Padrão,29.90,17,110,1,3.3,,Desktop,0
CLI00917,26,17,basico,19.90,86,76,0,2.5,Débito,Desktop,0
CLI00918,61,53,Premium,39.90,78,82,0,4.5,Débito,TV,0
CLI00919,57,26,Padrão,29.90,16,78,5,1.6,Credito,TV,0
CLI00920,41,38,Básico,19.90,70,118,1,0.2,Credito,Desktop,0
CLI00921,33,4,Premium,39.90,96,165,0,3.7,,mobile,0
CLI00922,34,19,Padrão,29.90,52,62,5,4.6,"Cartão de Crédito",tv,1
CLI00923,75,40,Padrão,29.90,39,30,6,0.6,,mobile,1
CLI00924,38,37,Premium,39.90,58,25,1,1.5,Credito,Mobile,0
CLI00925,54,20,Padrão,29.90,34,14,6,4.1,Débito,Desktop,0
CLI00926,43,34,basico,19.90,61,47,6,3.2,Débito,Mobile,0
CLI00927,43,10,Premium,,89,44,,2.3,Débito,Mobile,0
CLI00928,58,NaN,basico,19.90,29,34,,5.0,Credito,TV,0
CLI00929,45,1,Premium,39.90,87,31,8,3.0,,Desktop,0
CLI00930,20,3,PREMIUM,39.90,34,127,5,2.3,PIX,tv,0
CLI00931,75,11,basico,19.90,98,36,2,2.8,Boleto,Mobile,0
CLI00932,48,10,basico,19.90,91,146,4,1.6,Débito,tv,0
CLI00933,65,42,Básico,19.90,84,15,2,2.9,Boleto,Mobile,1
CLI00934,27,18,Padrão,29.90,91,131,4,1.5,Boleto,mobile,1
CLI00935,42,44,basico,19.90,55,143,9,4.1,PIX,Tablet,0
CLI00936,56,4,PREMIUM,39.90,39,105,8,1.5,PIX,tv,0
CLI00937,61,54,Básico,19.90,63,120,9,1.3,PIX,TV,1
CLI00938,47,24,Premium,39.90,20,124,5,1.4,"Cartão de Crédito",mobile,0
CLI00939,32,57,Básico,19.90,39,132,8,3.8,Débito,Tablet,0
CLI00940,51,16,Padrão,29.90,16,88,5,3.4,PIX,mobile,0
CLI00941,23,26,basico,19.90,24,61,6,3.1,,TV,0
CLI00942,46,31,Básico,19.90,40,142,5,0.5,Credito,Mobile,1
CLI00943,59,22,Básico,19.90,6,187,0,0.1,Credito,Desktop,0
CLI00944,65,39,basico,19.90,78,169,8,4.3,Débito,tv,1
CLI00945,40,36,Premium,39.90,26,91,5,0.2,"Cartão de Crédito",Tablet,0
CLI00946,58,12,Básico,19.90,30,73,4,1.3,Credito,Tablet,0
CLI00947,66,28,Básico,19.90,57,19,2,3.0,,mobile,1
CLI00948,41,16,Padrão,29.90,87,19,5,0.5,Boleto,Mobile,1
CLI00949,32,13,PREMIUM,39.90,3,31,0,5.0,PIX,Tablet,0
CLI00950,47,57,PREMIUM,39.90,7,17,9,3.1,PIX,Mobile,0
CLI00951,29,17,Premium,39.90,81,159,3,4.5,Credito,Desktop,0
CLI00952,67,1,PREMIUM,39.90,23,117,3,3.1,Débito,Mobile,1
CLI00953,50,14,Premium,39.90,51,185,0,3.5,Credito,Mobile,0
CLI00954,71,3,Básico,19.90,31,147,8,0.7,Boleto,Desktop,1
CLI00955,67,41,basico,19.90,45,53,5,3.7,Débito,Tablet,1
CLI00956,77,25,Padrão,29.90,71,93,4,1.4,,TV,0
CLI00957,61,35,basico,19.90,43,11,2,0.4,,mobile,1
CLI00958,41,49,PREMIUM,39.90,38,16,4,4.0,PIX,tv,0
CLI00959,33,21,PREMIUM,,95,21,9,3.5,PIX,tv,1
CLI00960,18,56,PREMIUM,39.90,27,156,9,1.4,PIX,Mobile,0
CLI00961,70,13,PREMIUM,39.90,65,174,5,0.2,Débito,Mobile,1
CLI00962,23,24,Básico,19.90,75,49,4,0.0,Boleto,Mobile,1
CLI00963,24,35,Básico,19.90,10,155,9,1.0,Credito,Desktop,0
CLI00964,63,29,Básico,19.90,97,142,4,1.9,Débito,tv,1
CLI00965,59,53,Padrão,29.90,48,80,5,1.2,,TV,0
CLI00966,22,50,Padrão,29.90,4,28,3,0.7,,TV,1
CLI00967,46,34,Padrão,29.90,33,121,8,0.9,,tv,0
CLI00968,62,10,PREMIUM,39.90,79,58,8,5.0,Credito,tv,0
CLI00969,53,4,Padrão,29.90,92,127,9,0.3,,Desktop,1
CLI00970,23,49,Padrão,29.90,11,188,9,2.3,Boleto,TV,0
CLI00971,20,34,Premium,39.90,65,80,4,1.7,Credito,mobile,0
CLI00972,76,50,Básico,19.90,29,96,2,3.2,PIX,tv,0
CLI00973,33,39,Básico,19.90,35,50,7,2.6,Boleto,Tablet,1
CLI00974,70,36,basico,19.90,53,130,6,3.7,"Cartão de Crédito",Mobile,1
CLI00975,52,18,Básico,19.90,76,141,0,4.4,"Cartão de Crédito",Mobile,1
CLI00976,56,23,Premium,39.90,52,123,2,3.7,PIX,Desktop,0
CLI00977,59,37,Padrão,29.90,22,45,4,2.4,Débito,Tablet,1
CLI00978,62,26,Básico,19.90,94,153,2,0.4,Credito,TV,1
CLI00979,70,53,Premium,39.90,11,111,8,1.1,"Cartão de Crédito",Desktop,0
CLI00980,21,10,PREMIUM,39.90,85,118,9,4.8,Débito,mobile,0
CLI00981,65,32,Básico,19.90,51,76,4,3.6,Boleto,Mobile,1
CLI00982,72,21,Básico,19.90,63,79,0,4.2,Credito,mobile,0
CLI00983,42,8,Premium,39.90,6,177,9,4.0,"Cartão de Crédito",Tablet,1
CLI00984,49,27,Básico,19.90,43,79,2,2.8,Credito,Desktop,1
CLI00985,47,2,Básico,19.90,41,38,0,0.1,Credito,Tablet,1
CLI00986,,NaN,basico,19.90,89,86,3,1.8,Credito,Desktop,0
CLI00987,67,9,Padrão,29.90,4,156,8,1.9,Débito,Mobile,1
CLI00988,51,12,Básico,19.90,50,47,3,3.5,Boleto,mobile,1
CLI00989,74,19,PREMIUM,39.90,38,131,9,1.5,,Tablet,0
CLI00990,51,44,Padrão,29.90,4,76,6,0.4,Boleto,tv,0
CLI00991,24,22,Padrão,29.90,91,20,0,4.4,Credito,Desktop,0
CLI00992,29,35,basico,19.90,54,139,3,1.6,Débito,Mobile,1
CLI00993,56,19,Premium,39.90,75,35,3,1.1,Boleto,Desktop,0
CLI00994,27,12,Básico,19.90,88,142,3,1.1,Boleto,Desktop,0
CLI00995,70,NaN,Premium,39.90,47,92,2,1.4,"Cartão de Crédito",TV,0
CLI00996,53,16,Premium,39.90,61,35,8,0.6,Credito,tv,1
CLI00997,64,33,Padrão,29.90,71,138,9,0.0,Débito,Desktop,1
CLI00998,23,2,Premium,39.90,69,148,6,4.3,Débito,Tablet,1
CLI00999,55,5,Básico,19.90,56,161,4,0.1,PIX,Tablet,1
CLI01000,57,60,Padrão,29.90,70,106,0,3.3,PIX,Mobile,0
CLI01001,20,43,Premium,39.90,54,97,6,1.3,Débito,Desktop,0
CLI01002,21,41,Básico,19.90,36,78,8,2.3,Credito,Tablet,1
CLI01003,69,51,Padrão,29.90,38,139,5,2.0,Credito,TV,1
CLI01004,73,56,PREMIUM,39.90,99,177,6,2.2,Débito,Mobile,0
CLI01005,60,44,Básico,19.90,74,160,4,1.2,PIX,TV,1
CLI01006,61,20,Padrão,29.90,78,113,7,4.3,,Desktop,1
CLI01007,,NaN,Padrão,29.90,69,58,0,2.8,PIX,Desktop,0
CLI01008,58,12,PREMIUM,39.90,61,49,0,3.0,Credito,Tablet,0
CLI01009,37,47,Premium,39.90,13,88,5,1.6,Boleto,Desktop,1
CLI01010,58,16,basico,19.90,90,75,5,4.7,"Cartão de Crédito",tv,0
CLI01011,31,46,Premium,39.90,57,120,1,4.5,PIX,mobile,0
CLI01012,70,59,Premium,39.90,65,134,8,0.9,Credito,Mobile,1
CLI01013,76,24,PREMIUM,39.90,34,165,8,1.1,Débito,mobile,0
CLI01014,64,37,basico,19.90,9,55,5,1.9,,Desktop,0
CLI01015,65,6,PREMIUM,39.90,26,54,2,4.3,Débito,Mobile,0
CLI01016,55,5,PREMIUM,39.90,20,103,5,0.0,Boleto,Mobile,1
CLI01017,77,45,Premium,39.90,83,27,9,2.0,Credito,tv,1
CLI01018,41,19,PREMIUM,39.90,88,29,4,3.9,PIX,Desktop,0
CLI01019,21,19,PREMIUM,39.90,78,169,4,1.8,,Mobile,1
CLI01020,25,22,PREMIUM,39.90,50,175,2,1.6,PIX,Desktop,0
CLI01021,47,30,Básico,19.90,10,130,5,4.8,Débito,Mobile,1
CLI01022,73,53,Básico,19.90,80,115,5,0.2,Credito,tv,0
CLI01023,27,40,PREMIUM,39.90,9,100,6,3.8,,mobile,0
CLI01024,19,59,Básico,19.90,20,52,2,3.5,"Cartão de Crédito",mobile,0
CLI01025,65,28,Padrão,29.90,93,166,5,0.1,"Cartão de Crédito",Mobile,1
CLI01026,20,10,basico,19.90,65,66,9,5.0,PIX,Mobile,1
CLI01027,29,1,PREMIUM,39.90,9,53,8,0.7,,Desktop,1
CLI01028,48,58,basico,19.90,90,131,8,3.1,PIX,Mobile,1
CLI01029,64,22,Básico,19.90,50,28,4,4.6,Boleto,Mobile,1
CLI01030,49,21,Básico,19.90,21,49,7,1.1,Credito,Tablet,0
CLI01031,30,14,Premium,39.90,23,21,7,4.9,Boleto,mobile,0
CLI01032,29,45,basico,19.90,37,180,2,1.4,Débito,TV,0
CLI01033,71,24,Básico,19.90,57,123,0,0.8,Boleto,Mobile,1
CLI01034,20,11,Premium,39.90,99,156,5,1.0,Credito,TV,0
CLI01035,25,36,Básico,19.90,19,121,7,2.2,Boleto,Mobile,1
CLI01036,42,42,PREMIUM,39.90,2,38,6,4.6,Boleto,tv,0
CLI01037,28,11,Padrão,29.90,71,167,4,0.8,"Cartão de Crédito",Desktop,0
CLI01038,,21,PREMIUM,39.90,62,115,,3.4,Credito,Mobile,1
CLI01039,28,48,PREMIUM,39.90,1,70,5,4.8,PIX,Desktop,1
CLI01040,20,8,Premium,39.90,37,162,1,2.0,PIX,tv,0
CLI01041,27,11,basico,19.90,41,93,5,2.0,PIX,Desktop,1
CLI01042,55,27,PREMIUM,39.90,23,122,6,1.3,Boleto,TV,0
CLI01043,38,2,PREMIUM,39.90,98,29,3,4.0,Boleto,Mobile,0
CLI01044,68,4,PREMIUM,39.90,99,89,6,2.1,Débito,Mobile,1
CLI01045,60,18,Premium,39.90,71,129,0,1.7,Credito,Mobile,0
CLI01046,33,34,Premium,39.90,90,28,6,2.5,Boleto,Tablet,1
CLI01047,33,31,Premium,39.90,78,144,6,2.0,PIX,tv,0
CLI01048,54,4,Básico,19.90,34,151,8,2.1,Credito,Mobile,0
CLI01049,38,24,Premium,39.90,81,36,4,0.6,"Cartão de Crédito",TV,0
CLI01050,61,18,PREMIUM,39.90,49,115,5,2.3,,Desktop,1
