cliente_id,idade,genero,parceiro,dependentes,acessibilidade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,avaliacao_conteudo,media_avaliacao_plataforma,formato_mais_assistido,contatos_suporte,metodo_pagamento,dispositivo_principal,churn
CLI_016968,21.0,Feminino,1.0,0.0,0,3.0,Básico,19.9,32,186,2.7,2.6,Séries,2.0,PIX,Mobile,0
CLI_016969,42.0,Feminino,,0.0,0,59.0,Premium,39.9,8,104,3.5,2.7,Filmes,2.0,Débito,mobile,0
CLI_016970,26.0,Feminino,1.0,0.0,0,25.0,Padrão,29.9,7,149,0.7,4.1,Filmes,7.0,PayPal,Mobile,1
CLI_016971,,Feminino,1.0,0.0,0,40.0,Premium,39.9,80,18,2.7,2.2,Séries,7.0,Boleto,mobile,0
CLI_016972,69.0,Masculino,,0.0,0,46.0,Básico,19.9,77,109,,4.6,Séries,5.0,Débito,Desktop,0
CLI_016973,75.0,Masculino,1.0,1.0,1,50.0,Padrão,29.9,37,68,3.4,4.6,Filmes,5.0,Débito,TV,0
CLI_016974,42.0,Masculino,0.0,0.0,0,30.0,Premium,39.9,94,25,,2.7,Filmes,6.0,Cartão de Crédito,TV,1
CLI_016975,50.0,Feminino,1.0,1.0,0,31.0,Básico,19.9,34,23,2.2,2.2,Filmes,0.0,Boleto,TV,1
CLI_016976,54.0,Masculino,,0.0,0,41.0,Padrão,29.9,14,47,3.5,2.3,Séries,4.0,Credito,mobile,0
CLI_016977,74.0,Masculino,1.0,0.0,0,50.0,Básico,19.9,79,78,2.7,2.7,Filmes,6.0,Boleto,TV,0
CLI_016978,31.0,Feminino,0.0,,0,60.0,Básico,19.9,68,68,2.3,4.1,Infantil,4.0,Boleto,Tablet,1
CLI_016979,44.0,Masculino,1.0,0.0,0,8.0,Básico,19.9,17,36,1.0,4.6,Filmes,0.0,PIX,Mobile,0
CLI_016980,25.0,Masculino,,1.0,0,45.0,Básico,19.9,67,43,3.6,3.6,Infantil,8.0,Credito,Desktop,0
CLI_016981,76.0,Feminino,,0.0,0,59.0,Básico,19.9,55,104,4.2,2.5,Séries,5.0,PIX,Desktop,0
CLI_016982,19.0,Masculino,1.0,0.0,0,11.0,Básico,19.9,14,91,,2.8,Séries,5.0,PIX,TV,1
CLI_016983,41.0,Feminino,0.0,0.0,0,,Básico,19.9,91,104,3.5,3.4,Filmes,4.0,PayPal,mobile,0
CLI_016984,22.0,Feminino,0.0,0.0,1,38.0,Básico,19.9,97,87,1.2,5.0,Filmes,5.0,PIX,TV,0
CLI_016985,74.0,Feminino,1.0,0.0,0,48.0,Básico,19.9,74,78,3.8,5.0,Séries,5.0,Boleto,Tablet,1
CLI_016986,68.0,Masculino,1.0,1.0,0,56.0,Básico,19.9,44,89,1.9,2.3,Séries,0.0,Cartão de Crédito,mobile,0
CLI_016987,38.0,Feminino,,0.0,0,55.0,Premium,39.9,15,30,4.7,2.7,Filmes,5.0,PIX,tv,0
CLI_016988,51.0,Feminino,1.0,0.0,0,8.0,Básico,19.9,53,97,0.1,4.7,Esportivos,0.0,Débito,tv,0
CLI_016989,47.0,Masculino,0.0,1.0,0,35.0,Padrão,29.9,37,93,0.7,2.2,Séries,6.0,Cartão de Crédito,mobile,0
CLI_016990,51.0,Masculino,0.0,1.0,0,50.0,Básico,19.9,78,114,4.9,2.2,Filmes,5.0,Credito,Tablet,0
CLI_016991,31.0,Masculino,1.0,,0,50.0,Básico,19.9,46,162,0.2,3.6,Séries,0.0,Cartão de Crédito,TV,1
CLI_016992,50.0,Feminino,1.0,0.0,0,11.0,Básico,19.9,19,159,3.8,3.7,Séries,7.0,Débito Automático,Desktop,1
CLI_016993,25.0,Masculino,1.0,0.0,0,33.0,Premium,39.9,24,105,5.0,4.6,Séries,3.0,Credito,Desktop,0
CLI_016994,41.0,Feminino,1.0,1.0,1,57.0,Padrão,29.9,84,100,4.6,3.5,Filmes,5.0,PIX,Mobile,0
CLI_016995,,Masculino,1.0,0.0,0,25.0,Básico,19.9,56,48,4.0,4.8,Séries,6.0,Cartão de Crédito,tv,0
CLI_016996,61.0,Masculino,1.0,0.0,0,58.0,Básico,19.9,75,134,,3.4,Séries,2.0,Cartão de Crédito,Tablet,0
CLI_016997,59.0,Masculino,1.0,0.0,1,42.0,Padrão,29.9,46,135,2.5,3.9,Séries,7.0,Cartão de Crédito,Mobile,0
CLI_016998,32.0,Masculino,1.0,1.0,0,,Básico,19.9,41,81,1.9,,Séries,6.0,PIX,Mobile,0
CLI_016999,69.0,Masculino,1.0,0.0,0,42.0,Premium,39.9,33,54,3.2,,Séries,2.0,Credito,mobile,1
CLI_017000,51.0,Masculino,1.0,0.0,0,27.0,Padrão,29.9,46,94,1.2,2.1,Filmes,2.0,Cartão de Crédito,mobile,1
CLI_017001,26.0,Feminino,0.0,0.0,0,20.0,Premium,39.9,52,132,0.7,3.2,Documentários,1.0,Débito,tv,0
CLI_017002,29.0,Feminino,1.0,0.0,0,3.0,Básico,19.9,97,36,3.3,4.5,Filmes,4.0,Cartão de Crédito,mobile,0
CLI_017003,20.0,Masculino,0.0,,0,22.0,Básico,19.9,81,59,2.6,2.2,Filmes,1.0,PIX,mobile,1
CLI_017004,28.0,Feminino,1.0,1.0,1,58.0,Premium,39.9,85,30,,2.7,Novelas,0.0,PIX,TV,0
CLI_017005,50.0,Masculino,0.0,,0,30.0,Básico,19.9,50,151,1.7,4.5,Filmes,3.0,Débito,Desktop,0
CLI_017006,19.0,Masculino,0.0,0.0,0,29.0,Básico,19.9,42,170,,2.4,Filmes,1.0,Cartão de Crédito,Mobile,1
CLI_017007,65.0,Feminino,1.0,0.0,0,52.0,Padrão,29.9,94,148,1.7,2.9,Séries,8.0,Cartão de Crédito,Tablet,0
CLI_017008,55.0,Masculino,1.0,,0,,Básico,19.9,47,178,0.1,2.9,Séries,1.0,Boleto,tv,0
CLI_017009,40.0,Masculino,,1.0,0,40.0,Premium,39.9,68,36,3.4,3.6,Séries,0.0,Cartão de Crédito,Desktop,0
CLI_017010,46.0,Masculino,1.0,,0,58.0,Premium,39.9,40,173,3.7,3.5,Séries,0.0,PIX,tv,1
CLI_017011,23.0,Feminino,0.0,0.0,0,12.0,Básico,19.9,13,34,4.5,3.3,Séries,0.0,PIX,tv,1
CLI_017012,26.0,Masculino,0.0,1.0,0,48.0,Básico,19.9,55,99,4.2,2.9,Séries,0.0,Cartão de Crédito,mobile,1
CLI_017013,68.0,Feminino,1.0,1.0,0,5.0,Básico,19.9,36,188,2.5,3.2,Esportivos,5.0,Boleto,TV,0
CLI_017014,24.0,Masculino,1.0,0.0,0,51.0,Básico,19.9,71,12,1.8,3.2,Filmes,9.0,PIX,Desktop,0
CLI_017015,41.0,Masculino,1.0,,0,43.0,Básico,19.9,58,76,4.6,1.9,Séries,6.0,PIX,tv,1
CLI_017016,42.0,Feminino,0.0,0.0,0,53.0,Básico,19.9,65,62,4.2,3.2,Séries,1.0,Credito,mobile,0
CLI_017017,33.0,Masculino,1.0,,0,49.0,Básico,19.9,70,118,2.7,3.2,Filmes,3.0,Credito,tv,0
CLI_017018,71.0,Feminino,1.0,0.0,0,,Básico,19.9,60,44,2.6,1.0,Filmes,7.0,Cartão de Crédito,Tablet,0
CLI_017019,54.0,Masculino,1.0,1.0,0,18.0,Padrão,29.9,59,48,4.1,3.2,Séries,2.0,Boleto,tv,1
CLI_017020,32.0,Masculino,1.0,0.0,0,3.0,Premium,39.9,21,26,,4.6,Séries,4.0,Débito,Mobile,0
CLI_017021,75.0,Feminino,1.0,1.0,0,40.0,Básico,19.9,21,102,4.6,3.1,Filmes,4.0,Cartão de Crédito,TV,0
CLI_017022,34.0,Feminino,1.0,1.0,0,15.0,Padrão,29.9,46,141,,2.0,Séries,0.0,Boleto,Desktop,0
CLI_017023,59.0,Masculino,1.0,1.0,0,41.0,Padrão,29.9,39,181,1.1,4.3,Séries,7.0,PIX,Mobile,1
CLI_017024,22.0,Feminino,1.0,1.0,0,57.0,Básico,19.9,58,105,,1.7,Novelas,7.0,Débito,TV,1
CLI_017025,62.0,Feminino,0.0,0.0,0,23.0,Padrão,29.9,32,84,,3.4,Séries,1.0,Cartão de Crédito,mobile,1
CLI_017026,41.0,Feminino,1.0,0.0,0,13.0,Básico,19.9,2,125,4.6,3.1,Filmes,1.0,Cartão de Crédito,Mobile,0
CLI_017027,26.0,Feminino,0.0,1.0,0,32.0,Básico,19.9,82,136,1.0,3.9,Documentários,4.0,Credito,TV,0
CLI_017028,53.0,Masculino,0.0,0.0,0,45.0,Básico,19.9,52,51,2.2,3.6,Documentários,4.0,Credito,mobile,0
CLI_017029,57.0,Masculino,1.0,0.0,0,5.0,Básico,19.9,39,35,,3.0,Séries,8.0,Credito,Tablet,1
CLI_017030,30.0,Feminino,1.0,,0,22.0,Básico,19.9,51,58,0.9,3.5,Séries,1.0,PIX,TV,1
CLI_017031,19.0,Feminino,,1.0,0,38.0,Básico,19.9,19,14,,5.0,Filmes,9.0,Débito,tv,0
CLI_017032,56.0,Feminino,,,0,57.0,Básico,19.9,98,160,1.9,3.4,Esportivos,7.0,Credito,Tablet,0
CLI_017033,49.0,Masculino,1.0,,0,50.0,Básico,19.9,17,114,1.4,3.4,Filmes,5.0,PIX,TV,0
CLI_017034,23.0,Masculino,0.0,0.0,1,5.0,Básico,19.9,55,74,,4.3,Infantil,3.0,Débito,TV,0
CLI_017035,57.0,Masculino,1.0,0.0,0,35.0,Básico,19.9,85,163,1.1,5.0,Filmes,2.0,Cartão de Crédito,tv,0
CLI_017036,47.0,Masculino,,0.0,0,48.0,Padrão,29.9,41,49,4.5,2.1,Novelas,6.0,Débito,Tablet,0
CLI_017037,65.0,Masculino,,1.0,0,18.0,Básico,19.9,75,54,0.5,,Séries,0.0,PIX,mobile,0
CLI_017038,76.0,Masculino,,0.0,0,48.0,Premium,39.9,64,176,1.9,1.9,Filmes,6.0,PIX,Mobile,0
CLI_017039,73.0,Feminino,0.0,0.0,1,41.0,Básico,19.9,46,144,0.3,3.7,Infantil,8.0,PIX,Tablet,1
CLI_017040,71.0,Masculino,1.0,0.0,0,59.0,Básico,19.9,56,99,4.1,,Filmes,3.0,Cartão de Crédito,Tablet,0
CLI_017041,38.0,Masculino,1.0,1.0,0,27.0,Básico,19.9,73,97,3.2,3.4,Esportivos,5.0,Cartão de Crédito,Mobile,1
CLI_017042,74.0,Feminino,1.0,0.0,0,,Padrão,29.9,94,43,3.5,2.4,Séries,9.0,Credito,Desktop,0
CLI_017043,75.0,Masculino,1.0,0.0,0,7.0,Padrão,29.9,72,126,2.9,4.4,Séries,7.0,Boleto,tv,1
CLI_017044,53.0,Masculino,1.0,0.0,0,5.0,Premium,39.9,57,68,2.2,2.8,Séries,7.0,Débito,TV,1
CLI_017045,75.0,Masculino,1.0,0.0,0,11.0,Básico,19.9,81,32,4.1,3.9,Séries,5.0,Cartão de Crédito,Desktop,0
CLI_017046,49.0,Feminino,1.0,0.0,1,59.0,Básico,19.9,96,129,0.3,2.9,Novelas,1.0,Credito,tv,0
CLI_017047,56.0,Masculino,1.0,,0,45.0,Premium,39.9,30,66,4.9,1.6,Infantil,5.0,Credito,Mobile,0
CLI_017048,24.0,Feminino,0.0,1.0,0,30.0,Padrão,29.9,42,19,1.3,,Séries,3.0,Débito,Desktop,1
CLI_017049,73.0,Masculino,1.0,0.0,0,33.0,Básico,19.9,3,88,0.4,3.3,Filmes,5.0,Credito,Mobile,1
CLI_017050,42.0,Masculino,1.0,,0,47.0,Premium,39.9,1,153,4.3,3.6,Séries,7.0,PIX,TV,1
CLI_017051,20.0,Masculino,1.0,0.0,0,18.0,Padrão,29.9,2,24,0.8,4.4,Séries,1.0,Boleto,TV,0
CLI_017052,67.0,Feminino,1.0,0.0,1,51.0,Básico,19.9,96,182,3.8,3.5,Novelas,7.0,Débito,tv,0
CLI_017053,31.0,Masculino,1.0,1.0,0,27.0,Básico,19.9,65,14,4.1,5.0,Séries,7.0,Cartão de Crédito,mobile,1
CLI_017054,58.0,Feminino,1.0,0.0,0,51.0,Básico,19.9,65,103,3.8,3.4,Séries,8.0,Cartão de Crédito,tv,0
CLI_017055,37.0,Masculino,1.0,,0,60.0,Padrão,29.9,47,39,3.6,,Séries,7.0,PIX,mobile,1
CLI_017056,69.0,Masculino,1.0,0.0,0,21.0,Básico,19.9,97,168,4.2,4.0,Séries,8.0,Cartão de Crédito,tv,0
CLI_017057,45.0,Feminino,1.0,0.0,0,35.0,Básico,19.9,90,43,0.6,2.7,Infantil,0.0,Cartão de Crédito,Mobile,0
CLI_017058,23.0,Feminino,0.0,0.0,0,38.0,Básico,19.9,78,19,2.5,3.2,Filmes,3.0,Boleto,TV,0
CLI_017059,36.0,Masculino,1.0,0.0,0,34.0,Padrão,29.9,54,79,1.4,3.0,Séries,5.0,Boleto,Desktop,0
CLI_017060,51.0,Feminino,1.0,0.0,1,55.0,Básico,19.9,8,167,0.4,4.3,Infantil,6.0,Boleto,mobile,1
CLI_017061,45.0,Masculino,1.0,0.0,0,29.0,Padrão,29.9,91,119,4.6,2.8,Séries,7.0,Cartão de Crédito,mobile,0
CLI_017062,65.0,Feminino,,0.0,0,47.0,Padrão,29.9,46,79,0.3,2.4,Séries,9.0,Boleto,tv,0
CLI_017063,49.0,Feminino,0.0,1.0,0,22.0,Padrão,29.9,21,82,3.5,4.8,Séries,1.0,Boleto,Tablet,0
CLI_017064,58.0,Masculino,1.0,,1,57.0,Padrão,29.9,86,75,4.1,3.5,Filmes,6.0,Boleto,mobile,0
CLI_017065,28.0,Masculino,0.0,0.0,0,39.0,Padrão,29.9,61,122,4.1,2.3,Filmes,2.0,Débito,Desktop,1
CLI_017066,21.0,Masculino,1.0,0.0,0,55.0,Básico,19.9,42,118,3.5,3.7,Séries,7.0,PIX,Desktop,0
CLI_017067,28.0,Masculino,1.0,0.0,0,18.0,Básico,19.9,32,93,0.2,3.3,Filmes,7.0,Credito,mobile,0
CLI_017068,32.0,Masculino,,0.0,0,55.0,Básico,19.9,73,166,1.2,2.5,Filmes,7.0,Débito,Tablet,0
CLI_017069,23.0,Masculino,1.0,1.0,0,7.0,Básico,19.9,5,22,2.5,3.2,Infantil,4.0,Boleto,TV,0
CLI_017070,27.0,Feminino,0.0,0.0,0,29.0,Básico,19.9,23,122,5.0,2.8,Filmes,5.0,Boleto,Tablet,0
CLI_017071,31.0,Feminino,1.0,1.0,0,9.0,Básico,19.9,73,124,3.3,2.9,Filmes,9.0,PIX,tv,1
CLI_017072,65.0,Feminino,1.0,0.0,0,27.0,Padrão,29.9,72,155,2.1,4.3,Séries,7.0,Credito,Desktop,0
CLI_017073,47.0,Feminino,1.0,,0,43.0,Básico,19.9,13,98,2.3,3.9,Séries,8.0,Boleto,TV,0
CLI_017074,20.0,Feminino,1.0,1.0,1,25.0,Básico,19.9,28,163,0.1,2.2,Filmes,7.0,Débito Automático,TV,1
CLI_017075,45.0,Feminino,1.0,0.0,0,47.0,Padrão,29.9,53,169,2.2,3.3,Séries,0.0,PIX,tv,0
CLI_017076,51.0,Masculino,1.0,0.0,0,22.0,Padrão,29.9,83,11,,3.9,Filmes,3.0,Credito,Mobile,0
CLI_017077,71.0,Feminino,1.0,0.0,0,17.0,Básico,19.9,48,106,0.5,4.5,Filmes,1.0,PIX,TV,0
CLI_017078,19.0,Feminino,1.0,,0,42.0,Básico,19.9,10,173,1.9,2.9,Novelas,2.0,Credito,tv,1
CLI_017079,69.0,Masculino,1.0,0.0,0,40.0,Básico,19.9,98,102,4.2,2.7,Séries,4.0,PIX,Tablet,1
CLI_017080,45.0,Feminino,0.0,0.0,0,58.0,Básico,19.9,30,119,1.9,3.7,Filmes,8.0,Débito,Tablet,0
CLI_017081,47.0,Feminino,1.0,,0,,Padrão,29.9,82,31,1.0,3.3,Séries,8.0,Boleto,Mobile,0
CLI_017082,37.0,Feminino,1.0,0.0,0,58.0,Básico,19.9,6,123,4.6,3.8,Filmes,6.0,Cartão de Crédito,Mobile,0
CLI_017083,22.0,Feminino,1.0,0.0,1,58.0,Padrão,29.9,52,89,4.0,5.0,Filmes,0.0,Credito,Tablet,0
CLI_017084,23.0,Feminino,,0.0,0,35.0,Padrão,29.9,48,45,3.0,4.0,Infantil,2.0,Credito,Tablet,0
CLI_017085,42.0,Feminino,,0.0,0,,Básico,19.9,69,146,,4.6,Novelas,5.0,Boleto,mobile,1
CLI_017086,68.0,Masculino,0.0,1.0,0,58.0,Básico,19.9,63,101,1.8,2.8,Filmes,5.0,PIX,Tablet,0
CLI_017087,69.0,Feminino,0.0,1.0,0,10.0,Básico,19.9,89,139,0.4,5.0,Novelas,0.0,Cartão de Crédito,tv,0
CLI_017088,49.0,Feminino,1.0,0.0,1,29.0,Básico,19.9,98,176,2.9,4.5,Séries,3.0,Cartão de Crédito,Desktop,0
CLI_017089,37.0,Masculino,1.0,0.0,0,58.0,Padrão,29.9,62,74,4.5,4.4,Séries,5.0,PIX,Desktop,0
CLI_017090,63.0,Feminino,0.0,,0,57.0,Básico,19.9,17,108,3.4,2.1,Novelas,0.0,Credito,tv,0
CLI_017091,55.0,Feminino,1.0,0.0,0,16.0,Padrão,29.9,18,161,3.9,2.3,Filmes,9.0,PIX,Desktop,0
CLI_017092,32.0,Masculino,1.0,0.0,0,58.0,Premium,39.9,34,38,0.5,4.7,Séries,5.0,Credito,TV,0
CLI_017093,25.0,Masculino,,0.0,0,11.0,Básico,19.9,21,175,1.4,3.0,Documentários,0.0,PIX,TV,0
CLI_017094,49.0,Masculino,1.0,,0,20.0,Básico,19.9,53,32,2.3,2.9,Séries,9.0,Boleto,Tablet,0
CLI_017095,23.0,Feminino,0.0,1.0,0,28.0,Padrão,29.9,94,114,,5.0,Séries,0.0,Cartão de Crédito,mobile,0
CLI_017096,66.0,Masculino,0.0,1.0,0,52.0,Básico,19.9,67,51,,2.5,Séries,,Débito,Mobile,0
CLI_017097,59.0,Feminino,,0.0,0,24.0,Padrão,29.9,62,30,3.6,3.3,Filmes,5.0,Cartão de Crédito,TV,1
CLI_017098,54.0,Feminino,1.0,0.0,0,9.0,Premium,39.9,29,12,2.9,3.1,Séries,2.0,PIX,tv,1
CLI_017099,20.0,Feminino,1.0,,0,47.0,Básico,19.9,34,44,4.2,4.5,Infantil,3.0,Credito,TV,1
CLI_017100,20.0,Masculino,1.0,1.0,0,39.0,Básico,19.9,68,136,,4.4,Esportivos,2.0,Credito,Mobile,0
CLI_017101,75.0,Feminino,0.0,0.0,0,23.0,Padrão,29.9,6,121,0.0,3.6,Séries,4.0,PIX,mobile,0
CLI_017102,35.0,Masculino,0.0,1.0,0,14.0,Básico,19.9,70,108,1.4,4.0,Séries,5.0,Boleto,TV,0
CLI_017103,40.0,Masculino,1.0,1.0,0,46.0,Premium,39.9,69,84,2.2,4.5,Séries,7.0,PIX,Tablet,1
CLI_017104,23.0,Feminino,,0.0,0,38.0,Premium,39.9,90,109,3.4,4.6,Séries,5.0,PIX,mobile,1
CLI_017105,19.0,Masculino,1.0,,1,27.0,Padrão,29.9,98,110,3.1,3.5,Séries,8.0,Boleto,Desktop,0
CLI_017106,20.0,Feminino,0.0,0.0,0,51.0,Básico,19.9,50,73,1.7,5.0,Séries,1.0,Credito,mobile,0
CLI_017107,23.0,Feminino,,1.0,1,,Básico,19.9,52,26,4.3,3.8,Novelas,6.0,Cartão de Crédito,tv,1
CLI_017108,50.0,Feminino,0.0,1.0,1,58.0,Básico,19.9,91,136,0.7,3.1,Documentários,8.0,PIX,TV,0
CLI_017109,67.0,Masculino,1.0,,1,58.0,Básico,19.9,74,17,2.3,2.5,Documentários,2.0,Cartão de Crédito,Desktop,0
CLI_017110,39.0,Feminino,0.0,1.0,0,51.0,Básico,19.9,15,41,,4.7,Filmes,0.0,Débito,tv,0
CLI_017111,65.0,Masculino,1.0,1.0,0,53.0,Básico,19.9,64,97,2.9,3.5,Infantil,9.0,Credito,Mobile,0
CLI_017112,71.0,Masculino,1.0,0.0,0,2.0,Padrão,29.9,76,15,0.5,4.6,Documentários,2.0,Cartão de Crédito,TV,0
CLI_017113,21.0,Masculino,1.0,0.0,0,28.0,Padrão,29.9,37,62,0.3,4.1,Novelas,9.0,Cartão de Crédito,Desktop,0
CLI_017114,61.0,Feminino,,0.0,0,15.0,Premium,39.9,41,53,4.2,3.6,Novelas,2.0,Cartão de Crédito,Mobile,0
CLI_017115,52.0,Feminino,1.0,0.0,0,,Básico,19.9,70,160,1.2,4.8,Filmes,9.0,Boleto,mobile,0
CLI_017116,49.0,Feminino,1.0,0.0,1,21.0,Básico,19.9,65,146,3.1,4.0,Séries,4.0,Credito,mobile,0
CLI_017117,31.0,Masculino,1.0,1.0,0,44.0,Básico,19.9,99,36,4.4,3.4,Séries,5.0,Cartão de Crédito,tv,0
CLI_017118,30.0,Masculino,1.0,0.0,0,28.0,Premium,39.9,1,35,0.5,5.0,Documentários,9.0,Credito,Tablet,1
CLI_017119,57.0,Masculino,1.0,0.0,0,33.0,Básico,19.9,71,164,,1.9,Séries,6.0,Cartão de Crédito,TV,0
CLI_017120,20.0,Masculino,1.0,1.0,1,,Premium,39.9,1,58,1.7,3.2,Séries,3.0,PIX,mobile,0
CLI_017121,34.0,Feminino,1.0,0.0,0,14.0,Premium,39.9,16,121,3.7,2.6,Documentários,5.0,Credito,Desktop,1
CLI_017122,72.0,Masculino,1.0,0.0,0,56.0,Básico,19.9,83,114,4.0,3.3,Séries,3.0,Credito,TV,0
CLI_017123,72.0,Feminino,,0.0,0,19.0,Básico,19.9,30,77,4.7,2.3,Documentários,7.0,PIX,mobile,0
CLI_017124,44.0,Feminino,0.0,0.0,0,58.0,Básico,19.9,82,91,2.6,4.2,Filmes,1.0,Cartão de Crédito,TV,0
CLI_017125,20.0,Masculino,1.0,1.0,0,59.0,Básico,19.9,74,41,4.1,2.8,Séries,0.0,PIX,tv,1
CLI_017126,19.0,Masculino,1.0,0.0,1,26.0,Básico,19.9,53,186,2.3,3.0,Séries,2.0,Débito,Mobile,0
CLI_017127,28.0,Feminino,1.0,,0,59.0,Básico,19.9,25,53,2.7,3.4,Filmes,3.0,Cartão de Crédito,tv,0
CLI_017128,53.0,Feminino,1.0,0.0,0,58.0,Padrão,29.9,6,59,0.1,2.3,Séries,9.0,Boleto,Mobile,0
CLI_017129,72.0,Feminino,1.0,,0,2.0,Básico,19.9,11,79,,,Filmes,4.0,Débito,Tablet,1
CLI_017130,59.0,Masculino,0.0,0.0,0,28.0,Básico,19.9,75,45,0.4,3.0,Esportivos,6.0,Cartão de Crédito,Desktop,1
CLI_017131,44.0,Feminino,0.0,0.0,0,50.0,Padrão,29.9,99,75,,1.3,Séries,2.0,PIX,tv,0
CLI_017132,57.0,Masculino,1.0,0.0,0,29.0,Básico,19.9,16,179,1.0,3.2,Filmes,1.0,Boleto,Tablet,1
CLI_017133,64.0,Feminino,1.0,0.0,0,32.0,Básico,19.9,46,76,3.8,2.0,Filmes,3.0,PIX,tv,0
CLI_017134,54.0,Feminino,1.0,1.0,0,58.0,Básico,19.9,55,136,0.8,4.8,Esportivos,9.0,Cartão de Crédito,tv,0
CLI_017135,74.0,Feminino,0.0,1.0,0,34.0,Básico,19.9,86,185,3.2,4.4,Séries,7.0,Credito,Desktop,0
CLI_017136,65.0,Feminino,0.0,0.0,0,40.0,Padrão,29.9,2,90,2.0,3.5,Séries,9.0,Credito,Desktop,1
CLI_017137,59.0,Masculino,1.0,0.0,0,17.0,Padrão,29.9,36,60,4.8,1.2,Documentários,4.0,Cartão de Crédito,tv,0
CLI_017138,60.0,Masculino,1.0,0.0,1,46.0,Básico,19.9,17,87,2.3,3.7,Filmes,5.0,Credito,tv,1
CLI_017139,35.0,Feminino,0.0,,0,,Básico,19.9,1,20,4.4,2.4,Séries,9.0,Credito,Tablet,0
CLI_017140,68.0,Feminino,1.0,0.0,1,50.0,Básico,19.9,77,140,4.6,3.3,Novelas,7.0,Débito,mobile,0
CLI_017141,35.0,Masculino,1.0,1.0,0,38.0,Básico,19.9,41,147,0.8,4.3,Filmes,5.0,Credito,Desktop,0
CLI_017142,51.0,Feminino,,0.0,1,18.0,Padrão,29.9,58,82,0.9,3.0,Filmes,3.0,Cartão de Crédito,tv,0
CLI_017143,57.0,Feminino,1.0,0.0,0,47.0,Básico,19.9,69,70,,3.1,Séries,6.0,Credito,TV,0
CLI_017144,41.0,Feminino,1.0,0.0,1,8.0,Básico,19.9,67,145,2.2,1.9,Documentários,8.0,Boleto,Desktop,0
CLI_017145,44.0,Masculino,0.0,1.0,0,38.0,Básico,19.9,68,163,1.7,3.7,Novelas,2.0,Cartão de Crédito,Desktop,0
CLI_017146,28.0,Feminino,1.0,0.0,0,4.0,Padrão,29.9,15,70,2.8,2.1,Esportivos,6.0,PIX,mobile,0
CLI_017147,66.0,Feminino,1.0,0.0,0,59.0,Básico,19.9,35,135,2.3,3.7,Filmes,8.0,Cartão de Crédito,tv,0
CLI_017148,67.0,Masculino,1.0,0.0,0,30.0,Premium,39.9,42,142,0.9,2.6,Novelas,4.0,Boleto,Desktop,1
CLI_017149,21.0,Masculino,1.0,0.0,1,47.0,Básico,19.9,43,181,2.1,2.2,Séries,9.0,Cartão de Crédito,mobile,0
CLI_017150,22.0,Feminino,1.0,1.0,0,18.0,Básico,19.9,16,35,1.8,4.2,Filmes,3.0,Credito,Mobile,0
CLI_017151,25.0,Feminino,1.0,,0,58.0,Premium,39.9,46,139,0.3,4.2,Séries,8.0,Boleto,Desktop,1
CLI_017152,63.0,Masculino,1.0,0.0,0,6.0,Padrão,29.9,96,119,4.0,3.1,Séries,1.0,Cartão de Crédito,Tablet,0
CLI_017153,47.0,Feminino,0.0,0.0,0,55.0,Básico,19.9,84,133,4.3,1.0,Séries,5.0,Débito,Mobile,0
CLI_017154,36.0,Feminino,1.0,1.0,0,26.0,Básico,19.9,30,130,,2.7,Séries,0.0,Cartão de Crédito,Desktop,0
CLI_017155,28.0,Masculino,,0.0,1,49.0,Básico,19.9,46,50,1.7,5.0,Séries,4.0,Boleto,TV,0
CLI_017156,26.0,Masculino,1.0,1.0,0,59.0,Padrão,29.9,95,60,0.4,4.0,Séries,6.0,Cartão de Crédito,mobile,1
CLI_017157,45.0,Masculino,0.0,0.0,0,9.0,Básico,19.9,38,68,3.8,4.5,Filmes,9.0,Cartão de Crédito,tv,0
CLI_017158,21.0,Feminino,1.0,0.0,0,35.0,Premium,39.9,87,120,4.8,4.4,Filmes,2.0,Cartão de Crédito,Mobile,0
CLI_017159,77.0,Masculino,,1.0,0,17.0,Básico,19.9,46,170,0.8,2.9,Filmes,7.0,Cartão de Crédito,tv,0
CLI_017160,45.0,Feminino,1.0,1.0,0,32.0,Padrão,29.9,43,60,0.8,2.1,Novelas,6.0,Cartão de Crédito,Desktop,0
CLI_017161,21.0,Feminino,1.0,0.0,0,,Padrão,29.9,4,56,2.8,3.5,Documentários,8.0,Credito,mobile,0
CLI_017162,49.0,Masculino,1.0,0.0,0,33.0,Básico,19.9,51,129,4.9,4.3,Infantil,1.0,Cartão de Crédito,TV,1
CLI_017163,30.0,Masculino,1.0,1.0,1,34.0,Premium,39.9,9,135,3.8,3.3,Séries,3.0,Boleto,Mobile,1
CLI_017164,20.0,Feminino,0.0,0.0,1,9.0,Básico,19.9,43,131,4.0,3.0,Séries,0.0,Credito,mobile,0
CLI_017165,45.0,Feminino,0.0,1.0,0,59.0,Básico,19.9,80,128,1.7,3.5,Séries,3.0,Boleto,tv,0
CLI_017166,53.0,Feminino,0.0,0.0,0,43.0,Básico,19.9,14,155,3.2,2.7,Filmes,5.0,PIX,Desktop,0
CLI_017167,50.0,Masculino,1.0,,0,26.0,Premium,39.9,90,25,0.2,3.8,Novelas,8.0,Débito,Desktop,0
